Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
The Dictator,5/16/2012,"$65,000,000","$59,650,222","$180,148,897",Comedy,Larry Charles,1 win & 1 nomination.,6.4
This Means War,2/17/2012,"$65,000,000","$54,760,791","$156,974,557","Action, Comedy, Romance",McG,1 win & 6 nominations.,6.4
Red Dawn,11/21/2012,"$65,000,000","$44,806,783","$48,164,150","Action, Thriller",Dan Bradley,2 wins & 4 nominations.,5.4
Resident Evil: Retribution,9/14/2012,"$65,000,000","$42,345,531","$238,940,997","Action, Horror, Sci-Fi",Paul W.S. Anderson,2 wins & 5 nominations.,5.4
Jack Reacher,12/21/2012,"$60,000,000","$80,070,736","$217,370,736","Action, Crime, Mystery",Christopher McQuarrie,1 win & 4 nominations.,7.0
ParaNorman,8/17/2012,"$60,000,000","$56,003,051","$107,593,122","Animation, Adventure, Comedy","Chris Butler, Sam Fell",Nominated for 1 Oscar. Another 19 wins & 43 nominations.,7.0
Trouble with the Curve,9/21/2012,"$60,000,000","$35,763,137","$47,818,913","Drama, Sport",Robert Lorenz,2 wins & 1 nomination.,6.8
Red Tails,1/20/2012,"$58,000,000","$49,876,377","$50,365,498","Action, Adventure, Drama",Anthony Hemingway,2 wins & 9 nominations.,5.9
That's My Boy,6/15/2012,"$57,500,000","$36,931,089","$58,085,235",Comedy,Sean Anders,6 wins & 10 nominations.,5.6
Ghost Rider: Spirit of Vengeance,2/17/2012,"$57,000,000","$51,774,002","$149,217,355","Action, Fantasy, Thriller","Mark Neveldine, Brian Taylor",4 nominations.,4.3
The Watch,7/27/2012,"$55,000,000","$34,353,000","$67,353,000","Action, Comedy, Sci-Fi",Akiva Schaffer,2 nominations.,5.7
The Pirates! Band of Misfits,4/27/2012,"$55,000,000","$31,051,126","$136,143,605","Animation, Adventure, Comedy","Peter Lord, Jeff Newitt",Nominated for 1 Oscar. Another 18 nominations.,6.7
Zero Dark Thirty,12/19/2012,"$52,500,000","$95,720,716","$134,612,435","Drama, History, Thriller",Kathryn Bigelow,Won 1 Oscar. Another 84 wins & 163 nominations.,7.4
Ted,6/29/2012,"$50,000,000","$218,665,740","$556,016,627","Comedy, Fantasy",Seth MacFarlane,Nominated for 1 Oscar. Another 13 wins & 27 nominations.,7.0
American Reunion,4/6/2012,"$50,000,000","$56,758,835","$236,799,211",Comedy,"Jon Hurwitz, Hayden Schlossberg",1 win & 3 nominations.,6.7
Anna Karenina,11/16/2012,"$49,000,000","$12,816,367","$71,004,627","Drama, Romance",Joe Wright,Won 1 Oscar. Another 26 wins & 52 nominations.,6.6
Taken 2,10/5/2012,"$45,000,000","$139,854,287","$377,807,404","Action, Crime, Thriller",Olivier Megaton,1 win & 3 nominations.,6.3
Savages,7/6/2012,"$45,000,000","$47,323,100","$80,594,860","Crime, Drama, Thriller",Oliver Stone,6 nominations.,6.5
Dredd,9/21/2012,"$45,000,000","$13,414,714","$41,467,606","Action, Sci-Fi",Pete Travis,2 wins & 14 nominations.,7.1
Foodfight!,12/31/2012,"$45,000,000",$0,"$73,706","Animation, Action, Comedy",Lawrence Kasanoff,N/A,1.7
Argo,10/12/2012,"$44,500,000","$136,025,503","$227,140,757","Biography, Drama, History",Ben Affleck,Won 3 Oscars. Another 88 wins & 146 nominations.,7.8
21 Jump Street,3/16/2012,"$42,000,000","$138,447,667","$202,812,429","Action, Comedy, Crime","Phil Lord, Christopher Miller",11 wins & 20 nominations.,7.2
Here Comes the Boom,10/12/2012,"$42,000,000","$45,290,318","$73,239,258","Action, Comedy, Sport",Frank Coraci,3 nominations.,6.5
One for the Money,1/27/2012,"$42,000,000","$26,414,527","$36,197,221","Action, Comedy, Crime",Julie Anne Robinson,1 win & 1 nomination.,5.3
Man on a Ledge,1/27/2012,"$42,000,000","$18,620,000","$45,688,337","Action, Crime, Thriller",Asger Leth,1 nomination.,6.6
The Odd Life of Timothy Green,8/15/2012,"$40,000,000","$51,853,450","$55,249,159","Comedy, Drama, Family",Peter Hedges,1 win & 8 nominations.,6.6
The Guilt Trip,12/19/2012,"$40,000,000","$37,134,215","$41,294,674","Comedy, Drama",Anne Fletcher,1 nomination.,5.8
Big Miracle,2/3/2012,"$40,000,000","$20,157,300","$25,693,998","Biography, Drama, Romance",Ken Kwapis,1 nomination.,6.5
The Impossible,12/21/2012,"$40,000,000","$19,019,882","$169,590,606","Drama, Thriller",J.A. Bayona,Nominated for 1 Oscar. Another 27 wins & 64 nominations.,7.6
A Thousand Words,3/9/2012,"$40,000,000","$18,450,127","$20,790,486","Comedy, Drama",Brian Robbins,3 nominations.,5.9
Frankenweenie,10/5/2012,"$39,000,000","$35,287,788","$81,150,788","Animation, Comedy, Family",Tim Burton,Nominated for 1 Oscar. Another 11 wins & 46 nominations.,7.0
What to Expect When You're Expecting,5/18/2012,"$37,500,000","$41,152,203","$120,925,697","Comedy, Drama, Romance",Kirk Jones,13 nominations.,5.7
The Master,9/14/2012,"$37,500,000","$16,247,159","$58,792,011",Drama,Paul Thomas Anderson,Nominated for 3 Oscars. Another 76 wins & 177 nominations.,7.1
This is 40,12/21/2012,"$35,000,000","$67,544,505","$90,221,182",Comedy,Judd Apatow,2 wins & 10 nominations.,6.2
Alex Cross,10/19/2012,"$35,000,000","$25,888,412","$33,360,324","Action, Crime, Mystery",Rob Cohen,4 nominations.,5.1
Premium Rush,8/24/2012,"$35,000,000","$20,275,446","$31,393,201","Action, Crime, Thriller",David Koepp,1 win & 5 nominations.,6.5
Step Up Revolution,7/27/2012,"$33,000,000","$35,074,677","$165,552,290","Drama, Music, Romance",Scott Speer,N/A,6.5
Safe,4/27/2012,"$33,000,000","$17,142,080","$41,495,213","Action, Crime, Thriller",Boaz Yakin,2 nominations.,6.5
Wanderlust,2/24/2012,"$32,500,000","$17,288,155","$24,159,934",Comedy,David Wain,1 win.,5.6
Flight,11/2/2012,"$31,000,000","$93,772,375","$160,558,438","Drama, Thriller",Robert Zemeckis,Nominated for 2 Oscars. Another 16 wins & 41 nominations.,7.3
The Vow,2/10/2012,"$30,000,000","$125,014,030","$197,618,160","Drama, Romance",Michael Sucsy,3 wins & 16 nominations.,6.8
Looper,9/28/2012,"$30,000,000","$66,486,205","$170,466,405","Action, Crime, Drama",Rian Johnson,15 wins & 42 nominations.,7.4
Hope Springs,8/8/2012,"$30,000,000","$63,536,011","$133,085,295","Comedy, Drama, Romance",David Frankel,Nominated for 1 Golden Globe. Another 2 wins & 4 nominations.,6.3
The Three Stooges,4/13/2012,"$30,000,000","$44,338,224","$54,052,249",Comedy,"Bobby Farrelly, Peter Farrelly",4 nominations.,5.1
The Cabin in the Woods,4/13/2012,"$30,000,000","$42,073,277","$70,768,144","Fantasy, Horror, Mystery",Drew Goddard,18 wins & 33 nominations.,7.0
The Five-Year Engagement,4/27/2012,"$30,000,000","$28,700,285","$61,623,819","Comedy, Romance",Nicholas Stoller,1 nomination.,6.2
Joyful Noise,1/13/2012,"$27,500,000","$30,932,113","$31,157,914","Comedy, Music",Todd Graff,1 nomination.,5.7
Lawless,8/29/2012,"$26,000,000","$37,397,291","$54,393,637","Crime, Drama",John Hillcoat,1 win & 8 nominations.,7.3
The Raven,4/27/2012,"$26,000,000","$16,008,272","$30,601,801","Crime, Mystery, Thriller",James McTeigue,4 nominations.,6.4
Parental Guidance,12/25/2012,"$25,000,000","$77,267,296","$120,832,383","Comedy, Family",Andy Fickman,1 win & 4 nominations.,6.1
Contraband,1/13/2012,"$25,000,000","$66,528,000","$98,406,855","Action, Crime, Drama",Baltasar Kormákur,N/A,6.5
The Lucky One,4/20/2012,"$25,000,000","$60,457,138","$96,633,833","Drama, Romance",Scott Hicks,6 wins & 7 nominations.,6.5
The Grey,1/27/2012,"$25,000,000","$51,580,136","$81,249,176","Action, Adventure, Drama",Joe Carnahan,2 wins & 7 nominations.,6.8
Cirque du Soleil: Worlds Away,12/21/2012,"$25,000,000","$12,512,862","$28,012,862",Fantasy,Andrew Adamson,1 nomination.,6.8
On the Road,12/21/2012,"$25,000,000","$720,828","$9,313,302","Adventure, Drama",Walter Salles,2 wins & 4 nominations.,6.1
Little White Lies,8/24/2012,"$25,000,000","$205,505","$48,530,887","Comedy, Drama",Guillaume Canet,4 nominations.,7.1
Dangerous Liaisons,11/9/2012,"$24,200,000","$17,000","$10,447,579","Drama, Romance",Stephen Frears,Won 3 Oscars. Another 16 wins & 20 nominations.,7.7
Haywire,1/20/2012,"$23,000,000","$18,942,396","$36,374,700","Action, Thriller",Steven Soderbergh,7 nominations.,5.8
Diary of a Wimpy Kid: Dog Days,8/3/2012,"$22,000,000","$49,008,662","$77,229,695","Comedy, Family",David Bowers,2 wins & 8 nominations.,6.4
Hit & Run,8/22/2012,"$22,000,000","$13,749,300","$17,216,955","Action, Comedy, Romance","David Palmer, Dax Shepard",1 win.,6.1
To Rome with Love,6/22/2012,"$21,500,000","$16,684,352","$74,363,777","Comedy, Romance",Woody Allen,1 win & 5 nominations.,6.3
Silver Linings Playbook,11/16/2012,"$21,000,000","$132,092,958","$236,412,453","Comedy, Drama, Romance",David O. Russell,Won 1 Oscar. Another 87 wins & 144 nominations.,7.8
Madea's Witness Protection,6/29/2012,"$20,000,000","$65,653,242","$66,776,571","Comedy, Crime, Drama",Tyler Perry,1 win & 5 nominations.,4.8
Silent Hill: Revelation 3D,10/26/2012,"$20,000,000","$17,530,219","$55,975,672","Horror, Mystery, Thriller",Michael J. Bassett,7 nominations.,5.0
Lockout,4/13/2012,"$20,000,000","$14,326,865","$33,943,049","Action, Drama, Sci-Fi","James Mather, Stephen St. Leger",1 nomination.,6.1
Chasing Mavericks,10/26/2012,"$20,000,000","$6,002,756","$8,300,821","Biography, Drama, Sport","Michael Apted, Curtis Hanson",N/A,7.2
The Cold Light of Day,9/7/2012,"$20,000,000","$3,763,583","$25,361,206","Action, Thriller",Mabrouk El Mechri,2 nominations.,4.9
The Oogieloves in the BIG Balloon Adventure,8/29/2012,"$20,000,000","$1,065,907","$1,065,907","Adventure, Family, Fantasy",Matthew Diamond,2 nominations.,6.9
Zambezia,12/31/2012,"$20,000,000",$0,"$23,346,219","Animation, Adventure, Comedy",Wayne Thornley,1 win & 4 nominations.,5.8
Won't Back Down,9/28/2012,"$19,000,000","$5,310,554","$5,714,913",Drama,Daniel Barnz,1 win & 3 nominations.,6.4
Red Lights,7/13/2012,"$17,700,000","$49,521","$14,518,884","Drama, Mystery, Thriller",Rodrigo Cortés,2 nominations.,6.2
Pitch Perfect,9/28/2012,"$17,000,000","$65,001,093","$116,044,347","Comedy, Music, Romance",Jason Moore,6 wins & 20 nominations.,7.2
The Apparition,8/24/2012,"$17,000,000","$4,936,819","$10,637,281","Horror, Thriller",Todd Lincoln,1 nomination.,4.1
Moonrise Kingdom,5/25/2012,"$16,000,000","$45,512,466","$68,582,095","Adventure, Comedy, Drama",Wes Anderson,Nominated for 1 Oscar. Another 37 wins & 115 nominations.,7.8
People Like Us,6/29/2012,"$16,000,000","$12,431,792","$12,519,804",Drama,Alex Kurtzman,N/A,7.1
Vamps,11/2/2012,"$16,000,000","$3,361","$94,812","Comedy, Horror, Romance",Amy Heckerling,N/A,5.1
The Woman in Black,2/3/2012,"$15,000,000","$54,333,290","$128,955,898","Drama, Fantasy, Horror",James Watkins,5 wins & 12 nominations.,6.4
End of Watch,9/21/2012,"$15,000,000","$41,003,371","$57,586,606","Crime, Drama, Thriller",David Ayer,3 wins & 11 nominations.,7.7
The Man with the Iron Fists,11/2/2012,"$15,000,000","$15,634,090","$22,018,988",Action,RZA,3 nominations.,5.4
Killing Them Softly,11/30/2012,"$15,000,000","$14,945,541","$39,238,443","Crime, Thriller",Andrew Dominik,3 wins & 8 nominations.,6.2
Promised Land,12/28/2012,"$15,000,000","$7,597,898","$9,300,336",Drama,Gus Van Sant,3 wins & 6 nominations.,6.6
The Possession,8/31/2012,"$14,000,000","$49,130,588","$82,925,064","Horror, Thriller",Ole Bornedal,5 nominations.,5.9
Tyler Perry's Good Deeds,2/24/2012,"$14,000,000","$35,025,791","$35,579,177","Short, Comedy",N/A,N/A,N/A
Fun Size ,10/26/2012,"$14,000,000","$9,409,538","$11,166,615","Adventure, Comedy",Josh Schwartz,N/A,5.4
Seven Psychopaths,10/12/2012,"$13,500,000","$15,024,049","$33,035,736","Comedy, Crime",Martin McDonagh,3 wins & 21 nominations.,7.2
The Perks of Being a Wallflower,9/21/2012,"$13,000,000","$17,742,948","$33,069,303","Drama, Romance",Stephen Chbosky,19 wins & 46 nominations.,8.0
Womb,3/30/2012,"$13,000,000",$0,$0,"Drama, Romance, Sci-Fi",Benedek Fliegauf,1 win & 1 nomination.,6.4
Think Like a Man,4/20/2012,"$12,000,000","$91,547,205","$113,373,764","Comedy, Romance",Tim Story,4 wins & 13 nominations.,6.6
Act of Valor,2/24/2012,"$12,000,000","$70,012,847","$82,497,035","Action, Thriller, War","Mike McCoy, Scott Waugh",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,6.5
Chronicle,2/3/2012,"$12,000,000","$64,575,175","$123,681,790","Drama, Sci-Fi, Thriller",Josh Trank,2 wins & 6 nominations.,7.1
Project X,3/2/2012,"$12,000,000","$54,731,865","$103,028,188","Comedy, Crime",Nima Nourizadeh,4 nominations.,6.7
Katy Perry: Part of Me,7/5/2012,"$12,000,000","$25,326,071","$32,700,439","Documentary, Music","Dan Cutforth, Jane Lipsitz",1 win.,5.9
Arbitrage,9/14/2012,"$12,000,000","$7,919,574","$35,830,713","Drama, Thriller",Nicholas Jarecki,Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.,6.6
For Greater Glory,6/1/2012,"$12,000,000","$5,669,081","$10,026,255","Drama, History, War",Dean Wright,2 wins & 9 nominations.,6.6
Darling Companion,4/20/2012,"$12,000,000","$793,352","$1,200,346","Comedy, Drama",Lawrence Kasdan,N/A,5.1
What's in a Name,11/16/2012,"$11,000,000","$61,611","$25,307,405","Documentary, Biography",Eva Küpper,N/A,8.1
LOL,5/4/2012,"$11,000,000",$0,"$10,431,506","Comedy, Drama, Romance",Lisa Azuelos,1 nomination.,4.3
The Intouchables,5/25/2012,"$10,800,000","$13,182,281","$484,873,045","Biography, Comedy, Drama","Olivier Nakache, Eric Toledano",Nominated for 1 Golden Globe. Another 32 wins & 38 nominations.,8.6
The Best Exotic Marigold Hotel,5/4/2012,"$10,000,000","$46,383,639","$134,639,780","Comedy, Drama",John Madden,Nominated for 2 Golden Globes. Another 4 wins & 19 nominations.,7.3
Sparkle,8/17/2012,"$10,000,000","$24,397,469","$24,660,323","Drama, Music",Salim Akil,7 nominations.,5.7
Seeking a Friend for the End of the World,6/22/2012,"$10,000,000","$7,078,738","$11,766,959","Adventure, Comedy, Drama",Lorene Scafaria,4 nominations.,6.7
The Collection,11/30/2012,"$10,000,000","$6,810,754","$8,890,094","Action, Horror, Thriller",Marcus Dunstan,N/A,6.1
"Jeff, Who Lives at Home",3/16/2012,"$10,000,000","$4,269,426","$4,708,127","Comedy, Drama","Jay Duplass, Mark Duplass",1 nomination.,6.5
Atlas Shrugged II: The Strike,10/12/2012,"$10,000,000","$3,336,053","$3,336,053","Drama, Mystery, Sci-Fi",John Putch,3 nominations.,5.5
Killer Joe,7/27/2012,"$10,000,000","$1,291,645","$4,659,110","Crime, Drama, Romance",William Friedkin,9 wins & 20 nominations.,6.7
Detention,4/13/2012,"$10,000,000",$0,$0,"Comedy, Horror, Sci-Fi",Joseph Kahn,4 nominations.,5.8
Amour,12/19/2012,"$9,700,000","$6,738,954","$36,787,044","Drama, Romance",Michael Haneke,Won 1 Oscar. Another 76 wins & 100 nominations.,7.9
Jab Tak Hai Jaan,11/13/2012,"$9,200,000","$3,047,539","$5,797,456","Drama, Romance",Yash Chopra,13 wins & 19 nominations.,6.9
Polisse,5/18/2012,"$8,900,000","$176,988","$22,744,132","Crime, Drama",Maïwenn,7 wins & 22 nominations.,7.3
Wuthering Heights,10/5/2012,"$8,000,000","$100,915","$2,721,534","Drama, Romance",William Wyler,Won 1 Oscar. Another 3 wins & 7 nominations.,7.7
Magic Mike,6/29/2012,"$7,000,000","$113,721,571","$170,549,753","Comedy, Drama",Steven Soderbergh,8 wins & 15 nominations.,6.1
House at the End of the Street,9/21/2012,"$6,900,000","$31,611,916","$44,103,982","Horror, Mystery, Thriller",Mark Tonderai,2 wins & 3 nominations.,5.6
The Words,9/7/2012,"$6,000,000","$11,494,838","$16,369,708","Drama, Mystery, Romance","Brian Klugman, Lee Sternthal",1 win & 3 nominations.,7.1
Bernie,4/27/2012,"$6,000,000","$9,204,489","$10,106,975","Comedy, Crime, Drama",Richard Linklater,Nominated for 1 Golden Globe. Another 10 wins & 18 nominations.,6.8
Casa de mi Padre,3/16/2012,"$6,000,000","$5,909,483","$8,446,952","Comedy, Western",Matt Piedmont,2 wins & 5 nominations.,5.5
Deadfall,12/7/2012,"$6,000,000","$66,351","$1,673,635","Crime, Drama, Thriller",Stefan Ruzowitzky,N/A,6.3
Trade of Innocents,10/5/2012,"$5,800,000","$15,091","$15,091","Drama, Thriller",Christopher M. Bessette,2 nominations.,5.4
The Inbetweeners,9/7/2012,"$5,700,000","$35,955","$86,051,320",Comedy,N/A,13 wins & 13 nominations.,8.4
Khiladi 786,12/7/2012,"$5,600,000","$385,422","$14,683,763","Action, Comedy",Ashish R. Mohan,1 win.,4.3
Hodejegerne,4/27/2012,"$5,250,000","$1,200,010","$20,188,740",N/A,N/A,N/A,4.5
Paranormal Activity 4,10/19/2012,"$5,000,000","$53,900,335","$140,619,520",Horror,"Henry Joost, Ariel Schulman",2 wins.,4.6
Mientras duermes,10/26/2012,"$5,000,000",$0,"$9,109,597","Documentary, Short",Martin Samper,N/A,N/A
Should've Been Romeo,12/31/2012,"$5,000,000",$0,$0,"Comedy, Drama",Marc Bennett,N/A,7.3
The Awakening,8/17/2012,"$4,900,000","$95,933","$6,924,321","Horror, Thriller",Nick Murphy,4 wins & 2 nominations.,6.5
Barfi,9/14/2012,"$4,600,000","$2,804,874","$36,751,984","Comedy, Romance",Shekar,N/A,7.1
Snabba Cash,7/11/2012,"$4,300,000","$188,870","$10,212,403","Crime, Drama, Thriller",N/A,N/A,N/A
Samsara,8/24/2012,"$4,000,000","$2,672,413","$5,966,671","Documentary, Music",Ron Fricke,1 win & 6 nominations.,8.5
Holy Motors,10/17/2012,"$4,000,000","$641,054","$4,230,426","Drama, Fantasy",Leos Carax,28 wins & 67 nominations.,7.1
A Lonely Place to Die,3/20/2012,"$4,000,000",$0,"$442,550","Action, Adventure, Crime",Julian Gilbey,6 wins & 2 nominations.,6.3
The Loved Ones,6/1/2012,"$4,000,000",$0,"$12,302","Horror, Thriller",Sean Byrne,2 wins & 11 nominations.,6.7
Replicas,11/9/2012,"$4,000,000",$0,$0,"Sci-Fi, Thriller",Tanya Wexler,N/A,N/A
The Helpers,12/31/2012,"$4,000,000",$0,$0,"Animation, Short",Josef Kluge,N/A,N/A
How to Fall in Love,12/31/2012,"$4,000,000",$0,$0,"Comedy, Romance",Mark Griffiths,N/A,6.3
Sinister,10/12/2012,"$3,000,000","$48,086,903","$87,727,807","Horror, Mystery",Scott Derrickson,3 wins & 13 nominations.,6.8
Damsels in Distress,4/6/2012,"$3,000,000","$1,007,535","$1,324,299","Comedy, Drama, Romance",Whit Stillman,1 win & 2 nominations.,5.7
Bachelorette,9/7/2012,"$3,000,000","$446,770","$12,577,401","Comedy, Romance",Leslye Headland,1 win & 1 nomination.,5.3
Tim and Eric's Billion Dollar Movie,3/2/2012,"$3,000,000","$201,436","$223,652",Comedy,"Tim Heidecker, Eric Wareheim",1 nomination.,5.3
The Divide,1/13/2012,"$3,000,000","$18,000","$150,916","Drama, Sci-Fi, Thriller",Xavier Gens,1 win & 5 nominations.,5.8
2016: Obamas America,7/13/2012,"$2,500,000","$33,349,941","$33,349,941",None,None,None,None
Robot & Frank,8/17/2012,"$2,500,000","$3,317,468","$4,934,356","Comedy, Crime, Drama",Jake Schreier,2 wins & 6 nominations.,7.1
Infected,12/31/2012,"$2,100,000",$0,$0,"Horror, Sci-Fi, Thriller",Neil Mcenery-West,7 wins & 2 nominations.,4.7
Silent House,3/9/2012,"$2,000,000","$12,739,737","$16,610,760","Adventure, Horror, Mystery","Chris Kentis, Laura Lau",1 win & 2 nominations.,5.3
The Ghastly Love of Johnny X,10/26/2012,"$2,000,000","$2,436","$2,436","Comedy, Fantasy, Musical",Paul Bunnell,3 wins & 4 nominations.,5.6
The Legend of Hell's Gate:  An American Conspiracy,3/30/2012,"$2,000,000",$0,$0,"Action, Adventure, History",Tanner Beard,N/A,4.5
Highway,12/31/2012,"$2,000,000",$0,$0,"Adventure, Drama, Romance",Imtiaz Ali,4 wins & 11 nominations.,7.6
Beasts of the Southern Wild,6/27/2012,"$1,800,000","$12,795,746","$23,265,132","Drama, Fantasy",Benh Zeitlin,Nominated for 4 Oscars. Another 90 wins & 120 nominations.,7.3
Dysfunctional Friends,2/3/2012,"$1,800,000",$0,$0,"Comedy, Drama",Corey Grant,1 win.,5.4
