Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
I Origins,7/18/2014,"$1,000,000","$336,472","$852,399","Drama, Romance, Sci-Fi",Mike Cahill,2 wins & 3 nominations.,7.3
Bang Bang Baby,12/31/2014,"$1,000,000",$0,$0,"Drama, Musical, Sci-Fi",Jeffrey St. Jules,3 wins & 2 nominations.,5.7
Hidden Away,1/7/2014,"$1,000,000",$0,$0,"Drama, Romance",Mikel Rueda,4 nominations.,7.2
Doc Holliday's Revenge,12/31/2014,"$1,000,000",$0,$0,Western,David DeCoteau,N/A,3.7
A Fine Step,6/24/2014,"$1,000,000",$0,$0,Drama,Jonathan Meyers,N/A,5.2
Banshee Chapter,1/10/2014,"$950,000",$0,"$78,122","Horror, Thriller",Blair Erickson,1 win.,5.5
Jesse,8/12/2014,"$950,000",$0,$0,Comedy,N/A,Nominated for 1 Golden Globe. Another 12 wins & 6 nominations.,5.9
Food Chains,11/21/2014,"$913,000",$0,$0,"Documentary, News",Sanjay Rawal,N/A,7.1
40 Weeks,12/31/2014,"$900,000",$0,$0,Documentary,Christopher Henze,N/A,N/A
Not Cool,9/19/2014,"$800,000","$35,688","$35,688",Comedy,Shane Dawson,N/A,5.1
Il conformista,8/29/2014,"$750,000","$59,656","$59,656",None,None,None,None
Destiny,12/31/2014,"$750,000",$0,$450,Drama,Zeki Demirkubuz,10 wins & 1 nomination.,8.0
The Hadza: Last of the First,12/31/2014,"$650,000",$0,$0,Documentary,Bill Benenson,N/A,5.0
Water & Power,5/2/2014,"$600,000","$42,557","$42,557","Drama, Romance",Deepa Mehta,Nominated for 1 Oscar. Another 17 wins & 14 nominations.,7.8
The Maid's Room,8/8/2014,"$600,000",$0,$0,Thriller,Michael Walker,1 win & 1 nomination.,4.6
Light from the Darkroom,12/31/2014,"$600,000",$0,$0,"Action, Drama, Thriller",Lance McDaniel,N/A,7.6
Faith Connections,9/12/2014,"$550,000","$9,111","$9,111","Documentary, Biography, Drama",Pan Nalin,1 win.,7.0
Born to Fly: Elizabeth Streb vs. Gravity,9/10/2014,"$500,000","$1,822","$1,822","Documentary, Action, Biography",Catherine Gund,1 win & 7 nominations.,6.8
America Is Still The Place,12/31/2014,"$500,000",$0,$0,History,Patrick Gilles,1 win.,7.2
Diamond Ruff,12/31/2014,"$500,000",$0,$0,Action,Alec Asten,N/A,4.2
The Sound and the Shadow,12/31/2014,"$500,000",$0,$0,"Comedy, Mystery, Thriller",Justin Paul Miller,N/A,7.6
Fight to the Finish,12/31/2014,"$500,000",$0,$0,"Action, Romance, Sport",Warren Sheppard,N/A,4.0
As It Is in Heaven,7/11/2014,"$450,000","$13,486","$13,486","Comedy, Drama, Music",Kay Pollak,Nominated for 1 Oscar. Another 2 wins & 11 nominations.,7.6
Rise Of the Entrepreneur - The Search For A Better Way,12/31/2014,"$450,000",$0,$0,Documentary,Joe Kenemore,N/A,8.4
Mutual Friends,7/1/2014,"$450,000",$0,$0,"Comedy, Drama",N/A,3 nominations.,7.2
Blue Ruin,4/25/2014,"$420,000","$361,276","$538,060","Crime, Drama, Thriller",Jeremy Saulnier,7 wins & 15 nominations.,7.1
Pancakes,12/31/2014,"$400,000",$0,$0,"Short, Drama",J.D. Marlow,N/A,8.1
Locker 13,3/28/2014,"$300,000","$3,496","$3,496",Thriller,"Bruce Dellis, Jason Marsden, Matthew Mebane, Adam Montierth, Donovan Montierth",N/A,4.7
All You Need Is Love,10/31/2014,"$300,000",$0,"$177,507","Comedy, Drama, Romance",Edzard Onneken,N/A,6.9
Test,6/6/2014,"$250,000","$18,823","$18,823",Drama,Chris Mason Johnson,3 wins & 2 nominations.,6.5
Night Lights,8/15/2014,"$250,000","$12,848","$12,848",Drama,Michael Lawrence,N/A,N/A
Jesus People,4/11/2014,"$250,000",$0,$0,"Short, Comedy",Jason Naumann,N/A,7.2
Horse Camp,12/31/2014,"$250,000",$0,$0,Family,Joel Paul Reisig,N/A,6.6
The Word,3/14/2014,"$200,000","$3,648","$3,648","Drama, Thriller",Anna Kazejak,3 nominations.,5.2
Archaeology of a Woman,9/12/2014,"$200,000",$0,$0,Drama,Sharon Greytak,1 win.,8.1
H.,12/31/2014,"$200,000",$0,$0,"Drama, Sci-Fi, Thriller","Rania Attieh, Daniel Garcia",2 wins & 7 nominations.,6.3
Sanctuary; Quite a Conundrum,8/26/2014,"$200,000",$0,$0,"Comedy, Horror, Thriller",Thomas L. Phillips,3 wins & 4 nominations.,5.4
An American in Hollywood,7/18/2014,"$125,000",$0,$0,Drama,Sai Varadan,N/A,7.0
Cheap Thrills,3/21/2014,"$100,000","$59,424","$59,424","Comedy, Crime, Drama",E.L. Katz,8 wins & 7 nominations.,6.8
The Past is a Grotesque Animal,6/19/2014,"$100,000","$20,056","$20,056","Documentary, Biography, Music",Jason Miller,N/A,7.8
"Dude, Where's My Dog",12/31/2014,"$100,000",$0,$0,Family,Stephen Langford,N/A,3.2
Happy Christmas,7/25/2014,"$70,000","$30,312","$30,312","Comedy, Drama",Joe Swanberg,2 nominations.,5.6
The Image Revolution,12/31/2014,"$50,000",$0,$0,"Documentary, Biography",Patrick Meaney,N/A,7.5
Happy 40th,12/31/2014,"$35,000",$0,$0,Drama,Madoka Raine,1 nomination.,N/A
Dry Spell,12/31/2014,"$22,000",$0,$0,"Comedy, Romance",Travis Legge,N/A,3.3
Stories of Our Lives,12/31/2014,"$15,000",$0,$0,Drama,Jim Chuchu,1 win & 2 nominations.,7.0
