Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Sin City: A Dame to Kill For,8/22/2014,"$65,000,000","$13,757,804","$39,499,349","Crime, Thriller","Frank Miller, Robert Rodriguez",3 wins & 6 nominations.,6.5
Gone Girl,10/3/2014,"$61,000,000","$167,767,189","$368,567,189","Crime, Drama, Mystery",David Fincher,Nominated for 1 Oscar. Another 63 wins & 164 nominations.,8.1
The Lego Movie,2/7/2014,"$60,000,000","$257,784,718","$457,729,388","Animation, Action, Adventure","Phil Lord, Christopher Miller",Nominated for 1 Oscar. Another 67 wins & 58 nominations.,7.8
The Boxtrolls,9/26/2014,"$60,000,000","$50,837,305","$111,946,251","Animation, Adventure, Comedy","Graham Annable, Anthony Stacchi",Nominated for 1 Oscar. Another 8 wins & 55 nominations.,6.8
Jack Ryan: Shadow Recruit,1/17/2014,"$60,000,000","$50,577,412","$131,377,412","Action, Drama, Thriller",Kenneth Branagh,2 nominations.,6.2
Winter's Tale,2/14/2014,"$60,000,000","$12,600,231","$22,468,620","Drama, Fantasy, Mystery",Akiva Goldsman,2 nominations.,6.2
American Sniper,12/25/2014,"$58,000,000","$350,126,372","$547,326,372","Action, Biography, Drama",Clint Eastwood,Won 1 Oscar. Another 17 wins & 36 nominations.,7.3
The Equalizer,9/26/2014,"$55,000,000","$101,530,738","$192,165,283","Action, Crime, Thriller",Antoine Fuqua,1 win & 6 nominations.,7.2
Muppets Most Wanted,3/21/2014,"$55,000,000","$51,178,893","$79,312,301","Adventure, Comedy, Crime",James Bobin,3 wins & 9 nominations.,6.5
22 Jump Street,6/13/2014,"$50,000,000","$191,719,337","$331,333,876","Action, Comedy, Crime","Phil Lord, Christopher Miller",7 wins & 22 nominations.,7.1
Into the Woods,12/25/2014,"$50,000,000","$128,002,372","$203,502,372","Adventure, Fantasy, Musical",Rob Marshall,Nominated for 3 Oscars. Another 11 wins & 64 nominations.,6.0
Non-Stop,2/28/2014,"$50,000,000","$91,742,160","$212,742,160","Action, Mystery, Thriller",Jaume Collet-Serra,1 nomination.,7.0
Planes: Fire & Rescue,7/18/2014,"$50,000,000","$59,157,732","$156,399,644","Animation, Adventure, Comedy",Roberts Gannaway,6 nominations.,6.0
The Book of Life,10/17/2014,"$50,000,000","$50,151,543","$97,651,543","Animation, Adventure, Comedy",Jorge R. Gutiérrez,Nominated for 1 Golden Globe. Another 2 wins & 27 nominations.,7.3
Into the Storm,8/8/2014,"$50,000,000","$47,602,194","$156,602,194","Action, Thriller",Steven Quale,1 win & 1 nomination.,5.8
The Judge,10/10/2014,"$50,000,000","$47,119,388","$76,119,388","Crime, Drama",David Dobkin,Nominated for 1 Oscar. Another 3 wins & 8 nominations.,7.4
Blended,5/23/2014,"$45,000,000","$46,290,741","$127,990,741","Comedy, Romance",Frank Coraci,1 win & 10 nominations.,6.5
The Interview,2/6/2014,"$44,000,000","$6,105,175","$12,342,632",Comedy,"Evan Goldberg, Seth Rogen",1 win & 3 nominations.,6.6
Lucy,7/25/2014,"$40,000,000","$126,573,960","$457,507,776","Action, Sci-Fi, Thriller",Luc Besson,8 nominations.,6.4
Dumb and Dumber To,11/14/2014,"$40,000,000","$86,208,010","$141,208,010",Comedy,"Bobby Farrelly, Peter Farrelly",1 win & 6 nominations.,5.7
The Other Woman,4/25/2014,"$40,000,000","$83,911,193","$195,111,193","Comedy, Romance",Nick Cassavetes,3 wins & 4 nominations.,6.0
Horrible Bosses 2,11/26/2014,"$40,000,000","$54,445,357","$105,945,357","Comedy, Crime",Sean Anders,1 win & 2 nominations.,6.3
Jersey Boys,6/20/2014,"$40,000,000","$47,047,013","$65,282,732","Biography, Drama, Music",Clint Eastwood,3 wins & 2 nominations.,6.9
A Million Ways to Die in The West,5/30/2014,"$40,000,000","$42,720,965","$86,760,995","Comedy, Western",Seth MacFarlane,6 nominations.,6.1
Sex Tape,7/18/2014,"$40,000,000","$38,543,473","$126,069,509",Comedy,Jake Kasdan,2 wins & 3 nominations.,5.1
Snowpiercer,6/27/2014,"$40,000,000","$4,563,029","$88,069,880","Action, Drama, Sci-Fi",Joon-ho Bong,19 wins & 93 nominations.,7.0
Dragon Nest Warriors' Dawn,12/31/2014,"$40,000,000",$0,"$155,403","Animation, Adventure, Family",Yuefeng Song,1 nomination.,6.4
Dolphin Tale 2,9/12/2014,"$36,000,000","$42,024,533","$57,824,533","Drama, Family",Charles Martin Smith,2 nominations.,6.4
Sabotage,3/28/2014,"$35,000,000","$10,508,518","$18,376,443","Action, Crime, Drama",David Ayer,2 wins & 5 nominations.,5.7
The Maze Runner,9/19/2014,"$34,000,000","$102,427,862","$345,527,862","Action, Mystery, Sci-Fi",Wes Ball,3 wins & 10 nominations.,6.8
Thunder and the House of Magic,9/5/2014,"$34,000,000","$4,091","$10,392,666","Animation, Adventure, Comedy","Jeremy Degruson, Ben Stassen",1 nomination.,6.3
The Grand Budapest Hotel,3/7/2014,"$31,000,000","$59,076,019","$164,350,409","Adventure, Comedy, Drama",Wes Anderson,Won 4 Oscars. Another 118 wins & 208 nominations.,8.1
The Nut Job,1/17/2014,"$30,000,000","$64,251,538","$122,529,966","Animation, Adventure, Comedy",Peter Lepeniotis,1 win & 4 nominations.,5.8
Deliver Us from Evil,7/2/2014,"$30,000,000","$30,577,122","$87,956,618","Horror, Mystery, Thriller",Scott Derrickson,2 nominations.,6.2
Get on Up,8/1/2014,"$30,000,000","$30,569,935","$33,315,804","Biography, Drama, Music",Tate Taylor,6 wins & 15 nominations.,6.9
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10/10/2014,"$28,000,000","$66,954,149","$101,379,287","Comedy, Family",Miguel Arteta,1 win & 7 nominations.,6.2
3 Days to Kill,2/21/2014,"$28,000,000","$30,697,999","$38,959,900","Action, Drama, Thriller",McG,N/A,6.2
A Walk Among the Tombstones,9/19/2014,"$28,000,000","$26,017,685","$62,108,587","Crime, Drama, Mystery",Scott Frank,N/A,6.5
Brick Mansions,4/25/2014,"$28,000,000","$20,396,829","$73,421,224","Action, Crime, Drama",Camille Delamarre,1 nomination.,5.7
The Best of Me,10/17/2014,"$26,000,000","$26,766,213","$27,866,213","Drama, Romance",Michael Hoffman,N/A,6.7
Blood Ties,3/21/2014,"$26,000,000","$42,472","$2,923,959","Crime, Drama, Thriller",Guillaume Canet,N/A,6.5
Ride Along,1/17/2014,"$25,000,000","$134,202,565","$153,733,265","Action, Comedy, Crime",Tim Story,1 win & 7 nominations.,6.2
The Giver,8/15/2014,"$25,000,000","$45,090,374","$55,090,374","Drama, Romance, Sci-Fi",Phillip Noyce,1 win & 5 nominations.,6.5
Million Dollar Arm,5/10/2014,"$25,000,000","$36,447,959","$39,217,912","Biography, Drama, Sport",Craig Gillespie,1 win & 2 nominations.,7.1
The Gambler,12/10/2014,"$25,000,000","$33,680,992","$38,580,992","Crime, Drama, Thriller",Rupert Wyatt,1 win & 1 nomination.,6.0
Draft Day,4/11/2014,"$25,000,000","$28,842,237","$29,276,904","Drama, Sport",Ivan Reitman,1 nomination.,6.8
The Adventurer: The Curse of the Midas Box,1/10/2014,"$25,000,000",$0,$0,"Adventure, Family, Fantasy",Jonathan Newman,N/A,5.4
Think Like a Man Too,6/20/2014,"$24,000,000","$65,028,687","$70,027,933","Comedy, Romance",Tim Story,2 wins & 4 nominations.,5.7
Son of God,2/28/2014,"$22,000,000","$59,700,064","$70,949,793","Biography, Drama, History",Christopher Spencer,2 wins & 1 nomination.,5.6
The Hundred-Foot Journey,8/8/2014,"$22,000,000","$54,235,441","$94,270,488","Comedy, Drama",Lasse Hallström,Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,7.3
Before I Go to Sleep,10/31/2014,"$22,000,000","$3,242,457","$19,563,579","Drama, Mystery, Thriller",Rowan Joffe,N/A,6.3
Tammy,7/2/2014,"$20,000,000","$84,525,432","$93,931,360",Comedy,Ben Falcone,1 win & 6 nominations.,4.9
Selma,12/25/2014,"$20,000,000","$52,076,908","$66,776,908","Biography, Drama, History",Ava DuVernay,Won 1 Oscar. Another 55 wins & 83 nominations.,7.5
This is Where I Leave You,9/19/2014,"$20,000,000","$34,296,320","$41,296,320","Comedy, Drama",Shawn Levy,1 nomination.,6.6
Endless Love,2/14/2014,"$20,000,000","$23,438,250","$34,614,964","Drama, Romance",Shana Feste,N/A,6.3
Inherent Vice,12/12/2014,"$20,000,000","$8,110,975","$8,692,898","Comedy, Crime, Drama",Paul Thomas Anderson,Nominated for 2 Oscars. Another 14 wins & 88 nominations.,6.7
A Most Violent Year,12/31/2014,"$20,000,000","$5,749,134","$6,071,433","Action, Crime, Drama",J.C. Chandor,Nominated for 1 Golden Globe. Another 13 wins & 44 nominations.,7.0
Dwegons and Leprechauns,8/29/2014,"$20,000,000",$0,$0,Animation,Tom Walsh,N/A,5.0
Neighbors,5/9/2014,"$18,000,000","$150,086,800","$270,594,534",Comedy,Nicholas Stoller,6 wins & 11 nominations.,6.4
Birdman or (The Unexpected Virtue of Ignorance),10/17/2014,"$18,000,000","$42,340,598","$103,240,598","Comedy, Drama",Alejandro González Iñárritu,Won 4 Oscars. Another 177 wins & 255 nominations.,7.8
And So It Goes,7/25/2014,"$18,000,000","$15,160,801","$17,360,801","Comedy, Drama, Romance",Rob Reiner,1 nomination.,5.7
Labor Day,1/31/2014,"$18,000,000","$13,371,528","$14,189,810",Drama,Jason Reitman,Nominated for 1 Golden Globe. Another 5 nominations.,6.9
The Railway Man,4/11/2014,"$18,000,000","$4,438,438","$23,910,210","Biography, Drama, Romance",Jonathan Teplitzky,7 wins & 19 nominations.,7.1
Wolves,11/14/2014,"$18,000,000",$0,$0,"Action, Horror",David Hayter,N/A,5.3
The Prince,8/22/2014,"$18,000,000",$0,$0,"Action, Thriller",Brian A Miller,1 nomination.,4.6
Let's Be Cops,8/13/2014,"$17,000,000","$82,390,774","$136,890,774",Comedy,Luke Greenfield,1 nomination.,6.5
Left Behind,10/3/2014,"$16,000,000","$14,019,924","$20,769,209","Action, Fantasy, Thriller",Vic Armstrong,4 nominations.,3.1
The Homesman,11/14/2014,"$16,000,000","$2,429,989","$3,442,853","Drama, Western",Tommy Lee Jones,4 wins & 14 nominations.,6.6
The Immigrant,5/16/2014,"$16,000,000","$2,013,456","$7,585,011","Drama, Romance",James Gray,15 wins & 30 nominations.,6.6
The Imitation Game,11/28/2014,"$15,000,000","$91,125,143","$227,773,686","Biography, Drama, Thriller",Morten Tyldum,Won 1 Oscar. Another 43 wins & 143 nominations.,8.1
Wild,12/3/2014,"$15,000,000","$37,880,356","$52,501,541","Adventure, Biography, Drama",Jean-Marc Vallée,Nominated for 2 Oscars. Another 9 wins & 62 nominations.,7.2
The Theory of Everything,11/7/2014,"$15,000,000","$35,893,537","$122,147,772","Biography, Drama, Romance",James Marsh,Won 1 Oscar. Another 24 wins & 114 nominations.,7.7
When the Game Stands Tall,8/22/2014,"$15,000,000","$30,127,963","$30,138,912","Drama, Family, Sport",Thomas Carter,N/A,6.7
The November Man,8/27/2014,"$15,000,000","$25,018,119","$34,820,335","Action, Crime, Thriller",Roger Donaldson,N/A,6.3
A Most Wanted Man,7/25/2014,"$15,000,000","$17,237,855","$36,068,890","Crime, Drama, Thriller",Anton Corbijn,2 wins & 5 nominations.,6.8
Automata,10/10/2014,"$15,000,000",$0,"$29,050","Action, Sci-Fi, Thriller",Gabe Ibáñez,6 nominations.,6.1
Mr. Turner,12/19/2014,"$14,000,000","$3,958,546","$25,187,026","Biography, Drama, History",Mike Leigh,Nominated for 4 Oscars. Another 19 wins & 55 nominations.,6.9
Under the Skin,4/4/2014,"$13,300,000","$2,605,039","$7,220,721","Drama, Sci-Fi, Thriller",Jonathan Glazer,Nominated for 1 BAFTA Film Award. Another 23 wins & 93 nominations.,6.3
No Good Deed,9/12/2014,"$13,200,000","$52,543,632","$54,323,210","Crime, Thriller",Sam Miller,2 wins & 2 nominations.,5.6
About Last Night,2/14/2014,"$13,000,000","$48,637,684","$50,445,860","Comedy, Romance",Steve Pink,1 nomination.,6.1
St. Vincent,10/10/2014,"$13,000,000","$44,137,712","$54,837,234","Comedy, Drama",Theodore Melfi,Nominated for 2 Golden Globes. Another 6 wins & 17 nominations.,7.3
Earth to Echo,7/2/2014,"$13,000,000","$38,934,842","$42,174,545","Adventure, Family, Sci-Fi",Dave Green,2 wins & 1 nomination.,5.8
The Fault in Our Stars,6/6/2014,"$12,000,000","$124,872,350","$303,572,350","Drama, Romance",Josh Boone,20 wins & 12 nominations.,7.8
Heaven is for Real,4/16/2014,"$12,000,000","$91,386,097","$100,919,111",Drama,Randall Wallace,2 nominations.,5.8
Top Five,12/12/2014,"$12,000,000","$25,317,379","$25,514,848","Comedy, Romance",Chris Rock,7 wins & 19 nominations.,6.5
Drive Hard,10/3/2014,"$12,000,000",$0,$0,"Action, Comedy, Crime",Brian Trenchard-Smith,N/A,4.3
If I Stay,8/22/2014,"$11,000,000","$50,474,843","$78,356,170","Drama, Fantasy, Music",R.J. Cutler,2 wins & 1 nomination.,6.8
Big Eyes,12/25/2014,"$10,000,000","$14,482,031","$15,875,318","Biography, Crime, Drama",Tim Burton,Won 1 Golden Globe. Another 1 win & 15 nominations.,7.0
Bad Words,3/14/2014,"$10,000,000","$7,779,614","$7,843,145","Comedy, Drama",Jason Bateman,2 wins & 4 nominations.,6.7
Rosewater,11/14/2014,"$10,000,000","$3,128,941","$3,168,858","Biography, Drama",Jon Stewart,1 win & 1 nomination.,6.6
Elsa & Fred,11/7/2014,"$10,000,000","$67,657","$109,144","Short, Comedy, Drama",Marja Pensala,1 nomination.,6.5
Barbecue,12/26/2014,"$10,000,000",$388,"$173,613",Comedy,Eric Lavaine,N/A,6.0
Plastic,9/26/2014,"$10,000,000",$0,"$552,641","Action, Comedy, Crime",Julian Gilbey,1 nomination.,6.0
Nurse 3D,2/7/2014,"$10,000,000",$0,$0,"Horror, Thriller",Douglas Aarniokoski,2 nominations.,4.6
The Purge: Anarchy,7/18/2014,"$9,000,000","$71,562,550","$111,533,636","Action, Horror, Sci-Fi",James DeMonaco,1 win & 4 nominations.,6.5
Black or White,12/3/2014,"$9,000,000","$21,571,189","$21,571,189",Drama,Mike Binder,2 wins & 2 nominations.,6.6
Beneath Hill 60,6/17/2014,"$9,000,000",$0,"$3,440,939","Drama, History, War",Jeremy Sims,7 wins & 22 nominations.,7.1
Nightcrawler,10/31/2014,"$8,500,000","$32,381,218","$50,334,418","Crime, Thriller",Dan Gilroy,Nominated for 1 Oscar. Another 42 wins & 113 nominations.,7.9
That Awkward Moment,1/31/2014,"$8,000,000","$26,068,955","$53,068,955","Comedy, Romance",Tom Gormican,1 win & 2 nominations.,6.1
Begin Again,6/27/2014,"$8,000,000","$16,170,632","$68,838,736","Drama, Music",John Carney,Nominated for 1 Oscar. Another 2 wins & 15 nominations.,7.4
Swelter,8/12/2014,"$8,000,000",$0,$0,"Action, Crime, Drama",Keith Parmer,N/A,4.6
Devil's Due,1/17/2014,"$7,000,000","$15,821,461","$36,146,087","Horror, Mystery","Matt Bettinelli-Olpin, Tyler Gillett",2 nominations.,4.0
Beyond the Lights,11/14/2014,"$7,000,000","$14,618,727","$14,618,727","Drama, Music",Gina Prince-Bythewood,Nominated for 1 Oscar. Another 4 wins & 21 nominations.,6.9
Snezhnaya koroleva,1/28/2014,"$7,000,000",$0,"$12,660,527","Comedy, Family",Elena Rayskaya,N/A,7.8
Annabelle,10/3/2014,"$6,500,000","$84,273,813","$250,673,813","Horror, Mystery",John R. Leonetti,6 nominations.,5.4
Wish I Was Here,7/18/2014,"$6,000,000","$3,591,299","$6,591,365","Comedy, Drama",Zach Braff,3 nominations.,6.7
Veronica Mars,3/14/2014,"$6,000,000","$3,322,127","$3,485,383","Crime, Drama, Mystery",N/A,4 wins & 19 nominations.,8.4
Ouija,10/24/2014,"$5,000,000","$50,856,010","$103,590,271","Fantasy, Horror",Stiles White,1 win.,4.4
Paranormal Activity: The Marked Ones,1/3/2014,"$5,000,000","$32,462,372","$86,362,372","Fantasy, Horror, Thriller",Christopher Landon,2 nominations.,5.0
Oculus,4/11/2014,"$5,000,000","$27,695,246","$44,115,496",Horror,Mike Flanagan,3 wins & 14 nominations.,6.5
"As Above, So Below",8/29/2014,"$5,000,000","$21,222,315","$41,799,626","Horror, Mystery, Thriller",John Erick Dowdle,2 nominations.,6.1
Addicted,10/10/2014,"$5,000,000","$17,390,770","$17,499,242","Drama, Thriller",Bille Woodruff,N/A,5.1
Moms' Night Out,5/9/2014,"$5,000,000","$10,429,707","$10,537,341",Comedy,"Andrew Erwin, Jon Erwin",N/A,5.4
Kill the Messenger,10/10/2014,"$5,000,000","$2,450,846","$2,786,939","Biography, Crime, Drama",Michael Cuesta,1 win & 4 nominations.,7.0
Atlas Shrugged: Who Is John Galt?,9/12/2014,"$5,000,000","$851,690","$851,690","Drama, Mystery, Sci-Fi",James Manera,1 nomination.,4.4
Rudderless,10/17/2014,"$5,000,000","$56,001","$56,001","Comedy, Drama, Music",William H. Macy,1 win.,7.5
Henry & Me,8/18/2014,"$5,000,000",$0,$0,"Short, Drama",Yan England,N/A,7.4
Dying of the Light,12/5/2014,"$5,000,000",$0,$0,"Drama, Thriller",Paul Schrader,N/A,4.4
Falcon Rising,9/4/2014,"$4,500,000","$11,774","$11,774","Action, Adventure",Ernie Barbarash,N/A,5.8
Fugly,11/7/2014,"$4,500,000",$0,$0,"Drama, Thriller",Kabir Sadanand,2 nominations.,4.7
Anna,6/6/2014,"$4,357,373",$0,"$1,200,000","Drama, Mystery, Thriller",Jorge Dorado,3 nominations.,6.5
Boyhood,7/11/2014,"$4,000,000","$25,379,975","$50,692,666",Drama,Richard Linklater,Won 1 Oscar. Another 167 wins & 200 nominations.,8.0
A Haunted House 2,4/18/2014,"$4,000,000","$17,329,487","$21,206,861","Comedy, Fantasy",Michael Tiddes,N/A,4.7
Joe,4/11/2014,"$4,000,000","$373,375","$373,375",Drama,David Gordon Green,4 wins & 9 nominations.,6.9
The Perfect Wave,7/11/2014,"$4,000,000",$0,$0,"Adventure, Biography, Drama",Bruce Macdonald,N/A,4.7
In the Name of the King III,3/11/2014,"$3,500,000",$0,$0,None,None,None,None
Wicked Blood,3/4/2014,"$3,500,000",$0,$0,"Action, Drama, Thriller",Mark Young,1 nomination.,5.4
Whiplash,10/10/2014,"$3,300,000","$13,092,006","$33,474,334","Drama, Music",Damien Chazelle,Won 3 Oscars. Another 84 wins & 125 nominations.,8.5
Tusk,9/19/2014,"$3,000,000","$1,821,983","$1,821,983","Comedy, Drama, Horror",Kevin Smith,1 win & 4 nominations.,5.4
Fort McCoy,8/15/2014,"$3,000,000","$78,948","$78,948","Drama, History, War","Kate Connor, Michael Worth",11 wins & 4 nominations.,5.8
Demonic,12/31/2014,"$3,000,000",$0,"$2,932,419","Horror, Thriller",Will Canon,N/A,5.3
They Came Together,6/27/2014,"$3,000,000",$0,"$82,780",Comedy,David Wain,N/A,5.5
Point Blank,7/8/2014,"$3,000,000",$0,$0,"Crime, Thriller",John Boorman,N/A,7.4
Iguana,10/27/2014,"$3,000,000",$0,$0,"Adventure, Crime, Drama",Monte Hellman,1 win.,6.1
Ida,5/2/2014,"$2,600,000","$3,827,060","$15,298,355",Drama,Pawel Pawlikowski,Won 1 Oscar. Another 64 wins & 80 nominations.,7.4
Always Woodstock,11/14/2014,"$2,400,000",$0,$0,"Comedy, Music, Romance",Rita Merson,N/A,5.3
Pump,9/19/2014,"$2,000,000","$72,277","$72,277",Documentary,"Joshua Tickell, Rebecca Harrell Tickell",N/A,7.7
Lucky Dog,12/31/2014,"$2,000,000",$0,$0,Family,N/A,1 win.,8.0
A Funny Thing Happened on the Way to the Forum,9/9/2014,"$2,000,000",$0,$0,"Comedy, Musical",Richard Lester,Won 1 Oscar. Another 1 nomination.,7.0
Against the Wild,3/11/2014,"$1,800,000",$0,$0,"Adventure, Family",Richard Boddington,3 wins & 2 nominations.,4.7
The Lunchbox,2/28/2014,"$1,700,000","$4,231,500","$12,231,500","Drama, Romance",Ritesh Batra,Nominated for 1 BAFTA Film Award. Another 28 wins & 35 nominations.,7.8
Housebound,10/17/2014,"$1,500,000",$0,"$236,863","Comedy, Horror, Thriller",Gerard Johnstone,5 wins & 20 nominations.,6.8
Once Upon a Time in Queens,11/11/2014,"$1,500,000",$0,$0,"Comedy, Drama",Dave Rodriguez,1 nomination.,6.3
La chambre bleue,10/3/2014,"$1,400,000","$260,441","$1,945,420","Short, Drama, Fantasy",Jean-François Daigle,N/A,N/A
Queen of the Mountains,12/31/2014,"$1,400,000",$0,$0,"Action, Biography, Drama",Sadyk Sher-Niyaz,6 wins & 1 nomination.,8.7
House at the End of the Drive,12/31/2014,"$1,400,000",$0,$0,"Horror, Thriller",David Worth,N/A,6.9
The Amazing Catfish,6/13/2014,"$1,300,000","$11,278","$16,653","Comedy, Drama",Claudia Sainte-Luce,9 wins & 11 nominations.,7.0
Cotton Comes to Harlem,9/9/2014,"$1,200,000",$0,$0,"Action, Comedy",Ossie Davis,1 win & 1 nomination.,6.6
Gods Not Dead,3/21/2014,"$1,150,000","$60,755,732","$63,777,092",None,None,None,None
The Sleepwalker,11/21/2014,"$1,100,000","$2,636","$2,636",Drama,Mona Fastvold,2 nominations.,4.9
The Skeleton Twins,9/12/2014,"$1,000,000","$5,284,309","$5,797,192","Comedy, Drama",Craig Johnson,4 wins & 10 nominations.,6.8
Obvious Child,6/6/2014,"$1,000,000","$3,122,616","$3,324,070","Comedy, Drama",Gillian Robespierre,8 wins & 28 nominations.,6.8
