Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Cloudy with a Chance of Meatballs 2,9/27/2013,"$78,000,000","$119,793,567","$274,392,649","Animation, Comedy, Family","Cody Cameron, Kris Pearn",16 nominations.,6.5
Despicable Me 2,7/3/2013,"$76,000,000","$368,065,385","$974,873,764","Animation, Comedy, Family","Pierre Coffin, Chris Renaud",Nominated for 2 Oscars. Another 12 wins & 62 nominations.,7.5
Now You See Me,5/31/2013,"$75,000,000","$117,723,989","$351,723,989","Crime, Mystery, Thriller",Louis Leterrier,1 win & 3 nominations.,7.3
Olympus Has Fallen,3/22/2013,"$70,000,000","$98,927,592","$150,562,164","Action, Thriller",Antoine Fuqua,1 win & 5 nominations.,6.5
Escape Plan,10/18/2013,"$70,000,000","$25,135,965","$103,735,965","Action, Mystery, Thriller",Mikael Håfström,2 nominations.,6.7
2 Guns,8/2/2013,"$61,000,000","$75,612,460","$132,493,015","Action, Comedy, Crime",Baltasar Kormákur,2 wins.,6.7
Gangster Squad,1/11/2013,"$60,000,000","$46,000,903","$104,100,903","Action, Crime, Drama",Ruben Fleischer,4 nominations.,6.7
The Mortal Instruments: City of Bones,8/21/2013,"$60,000,000","$31,165,421","$75,965,567","Fantasy, Horror, Mystery",Harald Zwart,6 wins & 10 nominations.,6.0
The Internship,6/7/2013,"$58,000,000","$44,672,764","$93,672,764",Comedy,Shawn Levy,1 nomination.,6.3
Captain Phillips,10/11/2013,"$55,000,000","$107,136,417","$220,648,184","Biography, Drama, Thriller",Paul Greengrass,Nominated for 6 Oscars. Another 16 wins & 135 nominations.,7.9
Free Birds,11/1/2013,"$55,000,000","$55,750,480","$110,387,072","Animation, Adventure, Comedy",Jimmy Hayward,2 nominations.,5.9
Bullet to the Head,2/1/2013,"$55,000,000","$9,489,829","$22,597,969","Action, Crime, Thriller",Walter Hill,1 nomination.,5.7
Anchorman 2: The Legend Continues,12/18/2013,"$50,000,000","$127,352,707","$172,185,754",Comedy,Adam McKay,1 win & 23 nominations.,6.3
Planes,8/9/2013,"$50,000,000","$90,282,580","$238,059,569","Animation, Adventure, Comedy",Klay Hall,5 nominations.,5.8
Hansel & Gretel: Witch Hunters,1/25/2013,"$50,000,000","$55,703,475","$214,949,716","Action, Fantasy, Horror",Tommy Wirkola,1 win & 4 nominations.,6.1
The Host,3/29/2013,"$50,000,000","$26,623,701","$64,477,051","Action, Adventure, Romance",Andrew Niccol,1 win & 2 nominations.,5.9
Beautiful Creatures,2/14/2013,"$50,000,000","$19,452,138","$60,282,876","Drama, Fantasy, Romance",Richard LaGravenese,9 nominations.,6.2
Prisoners,9/20/2013,"$46,000,000","$61,002,302","$113,402,302","Crime, Drama, Mystery",Denis Villeneuve,Nominated for 1 Oscar. Another 10 wins & 33 nominations.,8.1
The Heat,6/28/2013,"$43,000,000","$159,581,587","$229,727,774","Action, Comedy, Crime",Paul Feig,7 wins & 15 nominations.,6.6
American Hustle,12/13/2013,"$40,000,000","$150,117,807","$257,878,294","Crime, Drama",David O. Russell,Nominated for 10 Oscars. Another 64 wins & 199 nominations.,7.3
Lone Survivor,12/25/2013,"$40,000,000","$125,095,601","$149,804,632","Action, Biography, Drama",Peter Berg,Nominated for 2 Oscars. Another 5 wins & 14 nominations.,7.6
42,4/12/2013,"$40,000,000","$95,020,213","$97,470,701","Biography, Drama, Sport",Brian Helgeland,3 wins & 17 nominations.,7.5
Escape From Planet Earth,2/15/2013,"$40,000,000","$57,012,977","$74,156,610","Animation, Adventure, Comedy",Cal Brunker,1 win.,6.0
Grudge Match,12/25/2013,"$40,000,000","$29,807,260","$69,807,260","Comedy, Sport",Peter Segal,1 win & 1 nomination.,6.4
Paranoia,8/16/2013,"$40,000,000","$7,388,654","$16,173,593","Drama, Thriller",Robert Luketic,1 nomination.,5.7
A Monster in Paris,4/16/2013,"$40,000,000",$0,"$27,000,381","Animation, Adventure, Comedy",Bibo Bergeron,3 nominations.,6.8
The Grandmaster,8/23/2013,"$38,600,000","$6,594,959","$57,987,299","Action, Biography, Drama",Kar-Wai Wong,Nominated for 2 Oscars. Another 53 wins & 50 nominations.,6.5
Riddick,9/6/2013,"$38,000,000","$42,025,135","$94,763,758","Action, Sci-Fi, Thriller",David Twohy,2 nominations.,6.4
Rush,9/20/2013,"$38,000,000","$26,947,624","$98,230,839","Action, Biography, Drama",Ron Howard,Nominated for 2 Golden Globes. Another 6 wins & 53 nominations.,8.2
We're the Millers,8/7/2013,"$37,000,000","$150,394,119","$267,816,276","Adventure, Comedy, Crime",Rawson Marshall Thurber,3 wins & 14 nominations.,7.0
Identity Thief,2/8/2013,"$35,000,000","$134,506,920","$175,361,578","Comedy, Crime",Seth Gordon,1 win & 8 nominations.,5.7
Saving Mr. Banks,12/13/2013,"$35,000,000","$83,299,761","$114,962,525","Biography, Comedy, Drama",John Lee Hancock,Nominated for 1 Oscar. Another 12 wins & 71 nominations.,7.5
Broken City,1/18/2013,"$35,000,000","$19,701,164","$34,480,045","Crime, Drama, Thriller",Allen Hughes,N/A,6.2
Parker,1/25/2013,"$35,000,000","$17,616,641","$48,543,388","Action, Crime, Romance",Taylor Hackford,1 nomination.,6.2
Mandela: Long Walk to Freedom,11/29/2013,"$35,000,000","$8,323,085","$27,480,015","Biography, Drama, History",Justin Chadwick,Nominated for 1 Oscar. Another 10 wins & 28 nominations.,7.1
The Big Wedding,4/26/2013,"$32,500,000","$21,819,348","$48,425,971",Comedy,Justin Zackham,2 nominations.,5.6
This is the End,6/12/2013,"$32,000,000","$101,470,202","$126,539,117","Comedy, Fantasy","Evan Goldberg, Seth Rogen",10 wins & 19 nominations.,6.7
The Incredible Burt Wonderstone,3/15/2013,"$32,000,000","$22,537,881","$27,392,609",Comedy,Don Scardino,1 win & 4 nominations.,5.9
Lee Daniels' The Butler,8/16/2013,"$30,000,000","$116,632,095","$177,025,498","Biography, Drama",Lee Daniels,Nominated for 2 BAFTA Film Awards. Another 17 wins & 50 nominations.,7.2
Warm Bodies,2/1/2013,"$30,000,000","$66,380,662","$115,121,608","Comedy, Horror, Romance",Jonathan Levine,1 win & 9 nominations.,6.9
The Family,9/13/2013,"$30,000,000","$36,918,811","$51,078,541","Comedy, Crime, Thriller",Luc Besson,1 nomination.,6.3
Carrie,10/18/2013,"$30,000,000","$35,266,619","$82,409,520","Drama, Fantasy, Horror",Brian De Palma,Nominated for 2 Oscars. Another 3 wins & 5 nominations.,7.4
Side Effects,2/8/2013,"$30,000,000","$32,172,757","$66,742,138","Crime, Drama, Thriller",Steven Soderbergh,4 nominations.,7.1
Runner Runner,10/4/2013,"$30,000,000","$19,316,646","$60,512,680","Crime, Thriller",Brad Furman,1 nomination.,5.6
The Last Stand,1/18/2013,"$30,000,000","$12,050,299","$48,330,757","Action, Crime, Thriller",Jee-woon Kim,1 win & 2 nominations.,6.4
Dead Man Down,3/8/2013,"$30,000,000","$10,895,295","$19,599,974","Action, Crime, Drama",Niels Arden Oplev,N/A,6.5
Space Pirate Captain Harlock,12/31/2013,"$30,000,000",$0,"$143,490","Animation, Action, Adventure",N/A,N/A,8.0
Safe Haven,2/14/2013,"$28,000,000","$71,399,120","$94,050,951","Drama, Romance, Thriller",Lasse Hallström,3 wins & 6 nominations.,6.7
Last Vegas,1/28/2013,"$28,000,000","$63,914,167","$112,914,167","Comedy, Romance",Jon Turteltaub,4 wins & 1 nomination.,6.6
Kick-Ass 2,8/16/2013,"$28,000,000","$28,795,985","$63,129,909","Action, Comedy, Crime",Jeff Wadlow,1 win & 6 nominations.,6.6
Pain & Gain,4/26/2013,"$26,000,000","$49,875,291","$81,275,291","Comedy, Crime, Drama",Michael Bay,4 nominations.,6.5
The Fifth Estate,10/18/2013,"$26,000,000","$3,254,172","$6,154,172","Biography, Drama, Thriller",Bill Condon,2 wins & 3 nominations.,6.2
A Madea Christmas,12/13/2013,"$25,000,000","$52,543,354","$52,543,354","Comedy, Drama",Tyler Perry,1 win & 6 nominations.,4.6
August:  Osage County,12/25/2013,"$25,000,000","$37,738,810","$50,738,810",Drama,John Wells,Nominated for 2 Oscars. Another 15 wins & 60 nominations.,7.3
The Counselor,10/25/2013,"$25,000,000","$16,973,715","$71,009,334","Crime, Drama, Thriller",Ridley Scott,4 wins & 3 nominations.,5.3
Her,12/18/2013,"$23,000,000","$25,568,251","$48,783,090","Drama, Romance, Sci-Fi",Spike Jonze,Won 1 Oscar. Another 76 wins & 167 nominations.,8.0
Redemption,6/28/2013,"$23,000,000","$36,686","$13,593,473","Action, Crime, Drama",Steven Knight,N/A,6.2
Delivery Man,11/22/2013,"$22,000,000","$30,659,817","$70,536,870","Comedy, Drama",Ken Scott,N/A,6.4
Homefront,11/27/2013,"$22,000,000","$20,158,492","$51,695,362","Action, Crime, Drama",Gary Fleder,1 nomination.,6.5
Out of the Furnace,12/4/2013,"$22,000,000","$11,330,849","$15,434,375","Crime, Drama, Thriller",Scott Cooper,2 wins & 8 nominations.,6.8
Underdogs,12/31/2013,"$22,000,000",$0,"$30,051,905","Animation, Adventure, Family",Juan José Campanella,8 wins & 5 nominations.,6.7
The Conjuring,7/19/2013,"$20,000,000","$137,400,141","$318,000,141",Horror,James Wan,14 wins & 21 nominations.,7.5
12 Years a Slave,10/18/2013,"$20,000,000","$56,671,993","$181,025,343","Biography, Drama, History",Steve McQueen,Won 3 Oscars. Another 231 wins & 305 nominations.,8.1
Texas Chainsaw 3D,1/4/2013,"$20,000,000","$34,341,945","$47,666,013","Horror, Thriller",John Luessenhop,2 wins & 7 nominations.,4.8
Scary Movie 5,4/12/2013,"$20,000,000","$32,015,787","$78,613,981",Comedy,"Malcolm D. Lee, David Zucker",5 nominations.,3.5
The World's End,8/23/2013,"$20,000,000","$26,004,851","$47,508,505","Action, Comedy, Sci-Fi",Edgar Wright,5 wins & 20 nominations.,7.0
Battle of the Year,9/20/2013,"$20,000,000","$8,888,355","$16,723,377","Drama, Music",Benson Lee,1 nomination.,5.0
Machete Kills,10/11/2013,"$20,000,000","$8,008,161","$18,273,009","Action, Comedy, Crime",Robert Rodriguez,3 nominations.,5.6
The Frozen Ground,8/23/2013,"$19,200,000",$0,"$5,617,460","Crime, Drama, Mystery",Scott Walker,1 nomination.,6.4
The Book Thief,11/8/2013,"$19,000,000","$21,488,481","$76,086,711","Drama, War",Brian Percival,Nominated for 1 Oscar. Another 7 wins & 14 nominations.,7.6
Out of Inferno,12/31/2013,"$19,000,000",$0,$0,Action,"Danny Pang, Oxide Chun Pang",N/A,5.7
Blue Jasmine,7/26/2013,"$18,000,000","$33,404,871","$102,912,961",Drama,Woody Allen,Won 1 Oscar. Another 51 wins & 74 nominations.,7.3
Jobs,8/16/2013,"$18,000,000","$16,131,410","$26,131,410","Biography, Drama",Joshua Michael Stern,2 nominations.,5.9
Getaway,8/30/2013,"$18,000,000","$10,501,938","$11,813,989","Action, Crime, Thriller",Courtney Solomon,1 nomination.,4.4
Metallica Through the Never,9/27/2013,"$18,000,000","$3,419,967","$9,082,906",Music,Nimród Antal,1 win & 3 nominations.,7.2
Phantom,3/1/2013,"$18,000,000","$1,034,589","$1,199,510","Action, Drama, History",Todd Robinson,N/A,5.8
Black Nativity,11/27/2013,"$17,500,000","$7,018,188","$7,285,135","Drama, Family, Music",Kasi Lemmons,2 wins & 5 nominations.,4.4
The Best Man Holiday,11/15/2013,"$17,000,000","$70,525,195","$72,835,710","Comedy, Drama",Malcolm D. Lee,3 wins & 15 nominations.,6.7
Evil Dead,4/5/2013,"$17,000,000","$54,239,856","$97,778,356","Fantasy, Horror",Fede Alvarez,6 wins & 16 nominations.,6.5
Trance,4/5/2013,"$16,000,000","$2,322,593","$22,594,052","Crime, Drama, Mystery",Danny Boyle,3 wins & 3 nominations.,7.0
Zulu,12/31/2013,"$16,000,000",$0,"$1,844,228","Drama, History, War",Cy Endfield,N/A,7.8
Bad Grandpa,10/25/2013,"$15,000,000","$102,003,019","$160,903,019",Comedy,Jeff Tremaine,Nominated for 1 Oscar. Another 1 win & 8 nominations.,6.6
Mama,1/18/2013,"$15,000,000","$71,628,180","$148,095,566","Fantasy, Horror",Andrés Muschietti,11 wins & 15 nominations.,6.2
Snitch,2/22/2013,"$15,000,000","$42,930,462","$57,907,734","Action, Drama, Thriller",Ric Roman Waugh,1 nomination.,6.5
The Place Beyond the Pines,3/29/2013,"$15,000,000","$21,403,519","$47,011,449","Crime, Drama, Thriller",Derek Cianfrance,3 wins & 18 nominations.,7.3
Peeples,5/10/2013,"$15,000,000","$9,177,065","$9,307,166","Comedy, Romance",Tina Gordon Chism,6 nominations.,5.3
Winnie Mandela,9/6/2013,"$15,000,000","$61,847","$61,847","Biography, Drama, History",Darrell Roodt,2 wins & 5 nominations.,6.0
Khumba,12/6/2013,"$15,000,000",$0,"$20,898,221","Animation, Adventure, Family",Anthony Silverston,3 nominations.,5.8
21 & Over,3/1/2013,"$13,000,000","$25,682,380","$42,195,766","Crime, Drama, Thriller",Robert Luketic,1 win & 5 nominations.,6.8
Admission,3/22/2013,"$13,000,000","$18,007,317","$18,733,666","Comedy, Drama, Romance",Paul Weitz,N/A,5.7
The Call,3/15/2013,"$12,800,000","$51,872,378","$69,821,476","Crime, Thriller",Brad Anderson,1 win & 10 nominations.,6.7
Ernest & Celestine,3/1/2013,"$12,500,000","$292,562","$9,376,444",Short,Keith Behrman,1 win.,3.8
Philomena,11/22/2013,"$12,000,000","$37,709,979","$98,963,392","Biography, Drama",Stephen Frears,Nominated for 4 Oscars. Another 30 wins & 74 nominations.,7.6
Nebraska,11/15/2013,"$12,000,000","$17,654,912","$24,761,360","Adventure, Comedy, Drama",Alexander Payne,Nominated for 6 Oscars. Another 26 wins & 157 nominations.,7.8
About Time,11/1/2013,"$12,000,000","$15,323,921","$89,177,486","Drama, Fantasy, Romance",Richard Curtis,3 wins & 9 nominations.,7.8
The Great Beauty,11/15/2013,"$12,000,000","$2,883,879","$29,549,145",Drama,Paolo Sorrentino,Won 1 Oscar. Another 52 wins & 72 nominations.,7.7
Stoker,3/1/2013,"$12,000,000","$1,703,125","$12,079,308","Drama, Thriller",Chan-wook Park,4 wins & 34 nominations.,6.8
Space Battleship Yamato,10/19/2013,"$12,000,000",$0,$0,"Action, Adventure, Drama",Takashi Yamazaki,1 win & 1 nomination.,6.1
Quartet,1/11/2013,"$11,000,000","$18,388,357","$56,178,935","Comedy, Drama",Dustin Hoffman,Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,6.8
Inside Llewyn Davis,12/6/2013,"$11,000,000","$13,248,209","$32,943,247","Drama, Music","Ethan Coen, Joel Coen",Nominated for 2 Oscars. Another 45 wins & 151 nominations.,7.4
The Last Days on Mars,12/6/2013,"$10,600,000","$24,084","$261,364","Horror, Sci-Fi, Thriller",Ruairi Robinson,4 nominations.,5.5
One Direction: This is Us,8/30/2013,"$10,000,000","$28,873,374","$68,541,786","Documentary, Music",Morgan Spurlock,1 nomination.,4.1
Mud,4/26/2013,"$10,000,000","$21,590,086","$31,556,959",Drama,Jeff Nichols,11 wins & 34 nominations.,7.4
Movie 43,1/25/2013,"$10,000,000","$8,840,453","$31,164,747",Comedy,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk",4 wins & 5 nominations.,4.3
The Iceman,5/3/2013,"$10,000,000","$1,930,282","$3,623,609","Biography, Crime, Drama",Ariel Vromen,2 wins.,6.9
"Cinco de Mayo, La Batalla",5/3/2013,"$10,000,000","$173,472","$173,472","Drama, History, War",Rafa Lara,3 wins & 1 nomination.,6.2
Re-Kill,12/31/2013,"$9,500,000",$0,$0,"Action, Horror",Valeri Milev,N/A,5.1
The Haunting in Connecticut 2: Ghosts of Georgia,2/1/2013,"$9,000,000",$0,$0,"Drama, Horror, Mystery",Tom Elkins,N/A,5.3
Baggage Claim,9/27/2013,"$8,500,000","$21,569,509","$22,885,836",Comedy,David E. Talbert,1 nomination.,5.0
All is Lost,10/18/2013,"$8,500,000","$6,263,670","$10,292,010","Action, Adventure, Drama",J.C. Chandor,Nominated for 1 Oscar. Another 3 wins & 43 nominations.,6.9
Yeh Jawaani Hai Deewani,5/31/2013,"$8,300,000","$3,827,466","$50,827,466","Comedy, Drama, Musical",Ayan Mukherjee,22 wins & 92 nominations.,6.9
Enough Said,9/18/2013,"$8,000,000","$17,550,872","$22,850,872","Comedy, Drama, Romance",Nicole Holofcener,Nominated for 1 Golden Globe. Another 9 wins & 36 nominations.,7.1
My Lucky Star,9/20/2013,"$8,000,000",$0,"$21,970,000","Action, Adventure, Comedy",Dennie Gordon,N/A,5.2
The Christmas Candle,11/15/2013,"$7,000,000","$1,632,000","$1,933,829","Drama, Family",John Stephenson,N/A,5.8
Twixt,7/23/2013,"$7,000,000",$0,"$1,268,346","Comedy, Fantasy, Horror",Francis Ford Coppola,1 nomination.,4.8
Don Jon,9/27/2013,"$5,500,000","$24,477,704","$41,268,579","Comedy, Drama, Romance",Joseph Gordon-Levitt,1 win & 28 nominations.,6.6
Tao Jie,2/26/2013,"$5,400,000",$0,"$4,728,896",None,None,None,None
Grabbers,7/19/2013,"$5,300,000",$0,"$440,821","Comedy, Horror, Sci-Fi",Jon Wright,4 wins & 9 nominations.,6.3
Blue Is the Warmest Color,10/11/2013,"$5,250,000","$2,450,504","$22,937,201","Drama, Romance",Abdellatif Kechiche,Nominated for 1 Golden Globe. Another 83 wins & 92 nominations.,7.8
Insidious Chapter 2,9/13/2013,"$5,000,000","$83,586,447","$161,921,515","Fantasy, Horror, Thriller",James Wan,15 nominations.,6.6
Instructions Not Included,8/30/2013,"$5,000,000","$44,467,206","$100,486,616","Comedy, Drama",Eugenio Derbez,5 wins & 2 nominations.,7.6
Dallas Buyers Club,11/1/2013,"$5,000,000","$27,298,285","$60,611,845","Biography, Drama",Jean-Marc Vallée,Won 3 Oscars. Another 79 wins & 77 nominations.,8.0
The Way Way Back,7/5/2013,"$5,000,000","$21,502,690","$26,853,810","Comedy, Drama","Nat Faxon, Jim Rash",5 wins & 28 nominations.,7.4
Spring Breakers,3/15/2013,"$5,000,000","$14,124,286","$31,149,251","Crime, Drama",Harmony Korine,11 wins & 26 nominations.,5.3
Only God Forgives,7/19/2013,"$4,800,000","$775,849","$4,494,560","Crime, Drama",Nicolas Winding Refn,10 wins & 20 nominations.,5.7
The Sweeney,3/1/2013,"$4,500,000","$26,345","$7,838,405","Action, Crime, Drama",Nick Love,2 nominations.,6.1
Hansel & Gretel Get Baked,6/25/2013,"$4,500,000",$0,$0,"Action, Fantasy, Horror",Tommy Wirkola,1 win & 4 nominations.,6.1
The Last Exorcism Part II,3/1/2013,"$4,000,000","$15,179,303","$25,448,707","Drama, Horror, Thriller",Ed Gass-Donnelly,1 win & 2 nominations.,4.0
Inescapable,2/22/2013,"$4,000,000","$4,327","$4,327","Drama, Mystery, Romance",Ruba Nadda,N/A,5.2
The Geographer Drank His Globe Away,12/31/2013,"$4,000,000",$0,"$4,454,853","Adventure, Drama",Aleksandr Veledinskiy,14 wins & 10 nominations.,7.5
Dark Skies,2/22/2013,"$3,500,000","$17,418,667","$27,704,111","Horror, Sci-Fi, Thriller",Scott Stewart,N/A,6.3
"Batman: The Dark Knight Returns, Part 2",1/29/2013,"$3,500,000",$0,$0,"Animation, Action, Crime",Jay Oliva,1 win & 1 nomination.,8.4
Jagten,5/17/2013,"$3,450,000","$687,185","$18,309,793",Adventure,Søren Frellesen,3 nominations.,5.9
Antiviral,4/12/2013,"$3,100,000",$0,"$123,407","Horror, Sci-Fi, Thriller",Brandon Cronenberg,4 wins & 12 nominations.,5.6
The Purge,6/7/2013,"$3,000,000","$64,473,115","$91,265,155","Horror, Thriller",James DeMonaco,1 win & 6 nominations.,5.6
Before Midnight,5/24/2013,"$3,000,000","$8,110,621","$23,376,973","Drama, Romance",Richard Linklater,Nominated for 1 Oscar. Another 19 wins & 56 nominations.,7.9
Open Road,5/21/2013,"$3,000,000",$0,"$47,469","Action, Drama, Thriller",Marcio Garcia,1 win.,5.5
30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,1/15/2013,"$3,000,000",$0,$0,Comedy,Craig Moss,N/A,2.6
A Haunted House,1/11/2013,"$2,500,000","$40,041,683","$59,922,558","Comedy, Fantasy",Michael Tiddes,1 win & 1 nomination.,5.1
Kevin Hart: Let Me Explain,7/3/2013,"$2,500,000","$32,244,051","$32,327,255","Documentary, Comedy","Leslie Small, Tim Story",1 win & 1 nomination.,6.7
The Spectacular Now,8/2/2013,"$2,500,000","$6,852,971","$6,916,951","Comedy, Drama, Romance",James Ponsoldt,10 wins & 30 nominations.,7.1
The Lost Medallion: The Adventures of Billy Stone,3/1/2013,"$2,500,000","$549,632","$549,632","Adventure, Family, Fantasy",Bill Muir,N/A,4.8
Underdogs,8/16/2013,"$2,500,000","$35,017","$35,017","Animation, Adventure, Family",Juan José Campanella,8 wins & 5 nominations.,6.7
Alien Uprising,6/21/2013,"$2,500,000",$0,$0,Sci-Fi,Andrew Bellware,N/A,3.1
Plush,9/13/2013,"$2,000,000","$3,320","$29,104",Thriller,Catherine Hardwicke,N/A,5.4
Stitches,4/1/2013,"$2,000,000",$0,"$63,555","Comedy, Horror",Conor McMahon,2 wins.,5.7
Small Apartments,2/8/2013,"$2,000,000",$0,$0,"Comedy, Crime, Drama",Jonas Åkerlund,1 nomination.,6.1
Coffee Town,7/9/2013,"$2,000,000",$0,$0,Comedy,Brad Copeland,N/A,6.6
Straight A's,3/19/2013,"$2,000,000",$0,$0,"Comedy, Drama",James Cox,N/A,5.7
ABCD (Any Body Can Dance),2/8/2013,"$1,900,000","$222,098","$10,137,234","Drama, Musical",Remo,3 nominations.,6.4
