"Title","Release Date","Budget","Domestic Gross","Worldwide Gross","Budget_Mill","Domestic_Mill","WorldWide_Mill","Budget_Mill_sqrt","Domestic_Mill_sqrt","Budget_Mill_Log10","Domestic_Mill_Log10","WorldWide_Mill_sqrt","WorldWide_Mill_Log10"
"The First Wives Club","9/20/1996",30000000,105444419,181444419,30,105.444419,181.444419,5.477225575051661,10.268613294890406,1.4771212547196624,2.0230235981898135,13.470130622974672,2.2587436143950512
"Million Dollar Baby","12/15/2004",30000000,100422786,231946985,30,100.422786,231.946985,5.477225575051661,10.021117003607932,1.4771212547196624,2.0018322657103345,15.229805809661528,2.365388731645151
"Se7en","9/22/1995",30000000,100058010,328058010,30,100.05801,328.05801,5.477225575051661,10.002900079476952,1.4771212547196624,2.000251861183677,18.112371738676302,2.5159506461363943
"Mystic River","10/8/2003",30000000,90135191,156822020,30,90.135191,156.82202,5.477225575051661,9.493955498105096,1.4771212547196624,1.954894383356912,12.52285989700436,2.195407043635787
"Pokemon: The First Movie","11/10/1999",30000000,85744662,163644662,30,85.744662,163.644662,5.477225575051661,9.259841359332244,1.4771212547196624,1.9332070927252547,12.792367333687695,2.213901843424932
"SpongeBob SquarePants: The Movie","11/19/2004",30000000,85416609,142051255,30,85.416609,142.051255,5.477225575051661,9.242110635563718,1.4771212547196624,1.9315423261423112,11.918525705807745,2.152445074997829
"Up in the Air","12/4/2009",30000000,83823381,166842739,30,83.823381,166.842739,5.477225575051661,9.155510963348796,1.4771212547196624,1.9233651740357653,12.916761939433583,2.222307310895814
"The Notebook","6/25/2004",30000000,81001787,116117340,30,81.001787,116.11734,5.477225575051661,9.000099277230223,1.4771212547196624,1.9084946000598646,10.775775610135913,2.06489707851553
"Hannah Montana the Movie","4/10/2009",30000000,79559647,169156664,30,79.559647,169.156664,5.477225575051661,8.919621460577798,1.4771212547196624,1.9006928475256482,13.00602414268096,2.2282891116801253
"27 Dresses","1/13/2008",30000000,76806312,160245463,30,76.806312,160.245463,5.477225575051661,8.763921040265025,1.4771212547196624,1.885396912142541,12.658809699177882,2.2047857422660013
"Rugrats in Paris","11/17/2000",30000000,76501438,103284813,30,76.501438,103.284813,5.477225575051661,8.746510046870123,1.4771212547196624,1.8836695986777408,10.162913607819364,2.01403646754882
"The Prince of Tides","12/25/1991",30000000,74787599,74787599,30,74.787599,74.787599,5.477225575051661,8.64798236584696,1.4771212547196624,1.873829590747315,8.64798236584696,1.873829590747315
"Four Brothers","8/12/2005",30000000,74494381,92494381,30,74.494381,92.494381,5.477225575051661,8.631012744747862,1.4771212547196624,1.8721235157989558,9.617399908499179,1.9661153503085893
"Looper","9/28/2012",30000000,66486205,170466405,30,66.486205,170.466405,5.477225575051661,8.15390734556139,1.4771212547196624,1.8227315443426426,13.056278374789656,2.2316388023272635
"Legends of the Fall","12/23/1994",30000000,66484854,160484854,30,66.484854,160.484854,5.477225575051661,8.15382450142263,1.4771212547196624,1.8227227193870548,12.668261680278002,2.2054340514785284
"Warm Bodies","2/1/2013",30000000,66380662,115121608,30,66.380662,115.121608,5.477225575051661,8.147432847222492,1.4771212547196624,1.8220415792192168,10.729473798840276,2.061156847125992
"About Schmidt","12/13/2002",30000000,65005217,107054484,30,65.005217,107.054484,5.477225575051661,8.06258128641194,1.4771212547196624,1.8129482123873493,10.346713681164662,2.029604862528852
"The Nut Job","1/17/2014",30000000,64251538,122529966,30,64.251538,122.529966,5.477225575051661,8.015705708170678,1.4771212547196624,1.8078835279086822,11.06932545370313,2.088242313002191
"Down to Earth","2/16/2001",30000000,64172251,71172251,30,64.172251,71.172251,5.477225575051661,8.01075845347992,1.4771212547196624,1.8073472735086247,8.4363647977076,1.85231070169062
"Babe","8/4/1995",30000000,63634380,246075470,30,63.63438,246.07547,5.477225575051661,7.9771160202168305,1.4771212547196624,1.8036918170656129,15.68679285258781,2.39106832327368
"Hope Springs","8/8/2012",30000000,63536011,133085295,30,63.536011,133.085295,5.477225575051661,7.970947936098943,1.4771212547196624,1.8030199449092892,11.536260009205757,2.1241300716041693
"Forgetting Sarah Marshall","4/18/2008",30000000,62932375,104932954,30,62.932375,104.932954,5.477225575051661,7.932992814820898,1.4771212547196624,1.7988741218623971,10.243678733736235,2.020911898992734
"Friday Night Lights","10/8/2004",30000000,61188085,61882934,30,61.188085,61.882934,5.477225575051661,7.822281316853799,1.4771212547196624,1.786666861319755,7.866570663256003,1.7915708963298946
"Baby Mama","4/25/2008",30000000,60321790,63998025,30,60.32179,63.998025,5.477225575051661,7.7667103718369725,1.4771212547196624,1.7804742203880493,7.999876561547684,1.806166571720816
"Hope Floats","5/29/1998",30000000,60033780,81452467,30,60.03378,81.452467,5.477225575051661,7.748146875221197,1.4771212547196624,1.7783956893738342,9.02510204928454,1.9109042425826688
"Bride Wars","1/9/2009",30000000,58715510,115150424,30,58.71551,115.150424,5.477225575051661,7.662604648551301,1.4771212547196624,1.7687528374941888,10.73081655793258,2.0612655414363448
"Without a Paddle","8/20/2004",30000000,58156435,65121280,30,58.156435,65.12128,5.477225575051661,7.626036650842953,1.4771212547196624,1.764597776336516,8.06977570939862,1.813722928298122
"13 Going On 30","4/23/2004",30000000,57139723,96439723,30,57.139723,96.439723,5.477225575051661,7.559082153277605,1.4771212547196624,1.7569381306938527,9.820372854428696,1.9842559543003533
"Midnight in Paris","5/20/2011",30000000,56816662,162942835,30,56.816662,162.942835,5.477225575051661,7.53768280043675,1.4771212547196624,1.7544757151742414,12.764906384302236,2.2120352682170767
"Wallace & Gromit: The Curse of the Were-Rabbit","10/5/2005",30000000,56068547,197593152,30,56.068547,197.593152,5.477225575051661,7.487893361954349,1.4771212547196624,1.7487193016298195,14.056783131285764,2.295771889137503
"P.S. I Love You","12/21/2007",30000000,53695808,155769678,30,53.695808,155.769678,5.477225575051661,7.327742353549284,1.4771212547196624,1.729940381909399,12.480772331871133,2.192482922149773
"The Corpse Bride","9/16/2005",30000000,53359111,114770654,30,53.359111,114.770654,5.477225575051661,7.30473209638793,1.4771212547196624,1.7272085853198373,10.713106645600051,2.0598308563972947
"Letters to Juliet","5/14/2010",30000000,53032453,82148538,30,53.032453,82.148538,5.477225575051661,7.282338429378299,1.4771212547196624,1.724541715742466,9.06358306631544,1.9145998386879093
"Blow","4/6/2001",30000000,52990775,83282296,30,52.990775,83.282296,5.477225575051661,7.279476286107401,1.4771212547196624,1.72420027119884,9.125913433733635,1.9205526896819383
"Message in a Bottle","2/12/1999",30000000,52799004,52799004,30,52.799004,52.799004,5.477225575051661,7.2662923145163925,1.4771212547196624,1.722625730083361,7.2662923145163925,1.722625730083361
"Southpaw","7/24/2015",30000000,52421953,88722991,30,52.421953,88.722991,5.477225575051661,7.240300615305969,1.4771212547196624,1.7195131967197648,9.419288242749556,1.948036174179199
"Like Mike","7/3/2002",30000000,51432423,62432423,30,51.432423,62.432423,5.477225575051661,7.1716401889665375,1.4771212547196624,1.711236984572738,7.901419049765681,1.7954101902109565
"Atonement","12/7/2007",30000000,50980159,129779728,30,50.980159,129.779728,5.477225575051661,7.140039145550954,1.4771212547196624,1.7074011856392302,11.392090589527456,2.1132068596037272
"Naked Gun 33 1/3: The Final Insult","3/18/1994",30000000,50825302,50825302,30,50.825302,50.825302,5.477225575051661,7.129186629623326,1.4771212547196624,1.7060799678618495,7.129186629623326,1.7060799678618495
"Star Trek V: The Final Frontier","6/9/1989",30000000,50531965,68521916,30,50.531965,68.521916,5.477225575051661,7.108583895544879,1.4771212547196624,1.7035661866622196,8.277796566719914,1.8358294981433498
"A View to a Kill","5/24/1985",30000000,49667091,151967091,30,49.667091,151.967091,5.477225575051661,7.04748827597464,1.4771212547196624,1.6960687241255898,12.327493297503755,2.1817495501519724
"Racing Stripes","1/14/2005",30000000,49186871,89369889,30,49.186871,89.369889,5.477225575051661,7.013335226552343,1.4771212547196624,1.6918491959958815,9.453564883153868,1.9511912185286702
"Sicario","9/18/2015",30000000,46889293,78571737,30,46.889293,78.571737,5.477225575051661,6.847575702392782,1.4771212547196624,1.6710736844660081,8.864070001979902,1.895266354279889
"The Three Stooges","4/13/2012",30000000,44338224,54052249,30,44.338224,54.052249,5.477225575051661,6.658695367712808,1.4771212547196624,1.6467782931436636,7.352023462965825,1.7328137687420528
"Pokemon 2000","7/21/2000",30000000,43746923,133946923,30,43.746923,133.946923,5.477225575051661,6.614145674234882,1.4771212547196624,1.6409475117328278,11.573544098503275,2.1269327415390795
"Black Rain","9/22/1989",30000000,43140147,43140147,30,43.140147,43.140147,5.477225575051661,6.568115939902401,1.4771212547196624,1.6348816206269823,6.568115939902401,1.6348816206269823
"Glory Road","1/13/2006",30000000,42647449,42799060,30,42.647449,42.79906,5.477225575051661,6.5305014355713915,1.4771212547196624,1.629893058519783,6.542099051527728,1.631434230665134
"The Age of Adaline","4/24/2015",30000000,42629776,69057415,30,42.629776,69.057415,5.477225575051661,6.529148183339079,1.4771212547196624,1.629713050634007,8.31007912116365,1.8392103175372214
"Step Up 3D","8/6/2010",30000000,42400223,165889117,30,42.400223,165.889117,5.477225575051661,6.5115453618937496,1.4771212547196624,1.6273681407298737,12.879794912963483,2.2198178954765635
"Drag Me To Hell","5/29/2009",30000000,42100625,91388487,30,42.100625,91.388487,5.477225575051661,6.488499441319233,1.4771212547196624,1.6242885431524476,9.559732579941763,1.9608914873388026
"The Cabin in the Woods","4/13/2012",30000000,42073277,70768144,30,42.073277,70.768144,5.477225575051661,6.486391677967034,1.4771212547196624,1.6240063396279156,8.41238040033854,1.8498378057348572
"Secondhand Lions","9/19/2003",30000000,42023715,47855342,30,42.023715,47.855342,5.477225575051661,6.482570092177948,1.4771212547196624,1.623494442469832,6.917755560873772,1.679930424278565
"Stranger Than Fiction","11/10/2006",30000000,40435190,53572822,30,40.43519,53.572822,5.477225575051661,6.358867037452505,1.4771212547196624,1.6067594881479506,7.319345735788138,1.7289445238555565
"Hanna","4/8/2011",30000000,40259119,65343694,30,40.259119,65.343694,5.477225575051661,6.3450074074030836,1.4771212547196624,1.6048642668858464,8.083544643286137,1.8152036823045354
"Blue Crush","8/16/2002",30000000,40118420,51618420,30,40.11842,51.61842,5.477225575051661,6.333910324594121,1.4771212547196624,1.6033438206895225,7.184596022046056,1.7128047069923695
"30 Days of Night","10/19/2007",30000000,39568996,80276156,30,39.568996,80.276156,5.477225575051661,6.290389177149534,1.4771212547196624,1.5973550308778148,8.95969620020679,1.9045865682504526
"Little Shop of Horrors","12/19/1986",30000000,38747385,38747385,30,38.747385,38.747385,5.477225575051661,6.224739753596129,1.4771212547196624,1.5882423979806015,6.224739753596129,1.5882423979806015
"Gridiron Gang","9/15/2006",30000000,38432823,41457834,30,38.432823,41.457834,5.477225575051661,6.19942118265891,1.4771212547196624,1.5847022857990931,6.438775815323903,1.617606608263854
"Midnight Run","7/20/1988",30000000,38413606,81613606,30,38.413606,81.613606,5.477225575051661,6.197871086106907,1.4771212547196624,1.5844850775997974,9.034024905876672,1.9117625670644094
"Meet the Spartans","1/25/2008",30000000,38233676,84646831,30,38.233676,84.646831,5.477225575051661,6.183338580411071,1.4771212547196624,1.5824460555331896,9.200371242509728,1.9276107036738337
"The Running Man","11/13/1987",30000000,37743350,37743350,30,37.74335,37.74335,5.477225575051661,6.143561670562118,1.4771212547196624,1.576840444370156,6.143561670562118,1.576840444370156
"The Family","9/13/2013",30000000,36918811,51078541,30,36.918811,51.078541,5.477225575051661,6.076085170568299,1.4771212547196624,1.5672477057760292,7.146925282945107,1.7082384836442643
"Mortal Kombat: Annihilation","11/21/1997",30000000,35927406,51327406,30,35.927406,51.327406,5.477225575051661,5.993947447217067,1.4771212547196624,1.555425861775912,7.164314761371111,1.710349316309218
"Larry Crowne","7/1/2011",30000000,35608245,61449135,30,35.608245,61.449135,5.477225575051661,5.967264448639762,1.4771212547196624,1.551550569417075,7.838949865894028,1.7885157738397082
"Carrie","10/18/2013",30000000,35266619,82409520,30,35.266619,82.40952,5.477225575051661,5.93857045087452,1.4771212547196624,1.5473638259837306,9.077968935835813,1.915977384569075
"Take the Lead","4/1/2006",30000000,34742066,65390493,30,34.742066,65.390493,5.477225575051661,5.894240069763023,1.4771212547196624,1.540855640988475,8.08643883300925,1.8155146116611656
"Love and Other Drugs","11/24/2010",30000000,32367005,102716321,30,32.367005,102.716321,5.477225575051661,5.6892007347253974,1.4771212547196624,1.51010251490611,10.13490606764562,2.0116394558375865
"Entourage","6/3/2015",30000000,32363404,46225326,30,32.363404,46.225326,5.477225575051661,5.688884249130052,1.4771212547196624,1.5100541946666706,6.79892094379689,1.6648799826652152
"What's the Worst That Could Happen?","6/1/2001",30000000,32267774,38462071,30,32.267774,38.462071,5.477225575051661,5.6804730436821895,1.4771212547196624,1.5087690065299872,6.201779663935183,1.5850326652289493
"Side Effects","2/8/2013",30000000,32172757,66742138,30,32.172757,66.742138,5.477225575051661,5.672103401737313,1.4771212547196624,1.507488278762788,8.169586158429324,1.824400114616199
"9","9/9/2009",30000000,31749894,48559999,30,31.749894,48.559999,5.477225575051661,5.634704428805472,1.4771212547196624,1.5017422796975401,6.96850048432229,1.6862786691237397
"Deliver Us from Evil","7/2/2014",30000000,30577122,87956618,30,30.577122,87.956618,5.477225575051661,5.529658398129128,1.4771212547196624,1.4853966060488648,9.378518966233422,1.9442685220510154
"Get on Up","8/1/2014",30000000,30569935,33315804,30,30.569935,33.315804,5.477225575051661,5.5290085006264915,1.4771212547196624,1.485294515298829,5.771984407463346,1.522650298425112
"The Five-Year Engagement","4/27/2012",30000000,28700285,61623819,30,28.700285,61.623819,5.477225575051661,5.357264693852638,1.4771212547196624,1.4578862093929745,7.850084012289295,1.789748609255706
"The Prince & Me","4/2/2004",30000000,28165882,29356757,30,28.165882,29.356757,5.477225575051661,5.307153851171077,1.4771212547196624,1.4497233554909685,5.418187612107945,1.4677080779880767
"Winnie the Pooh","7/15/2011",30000000,26692846,50145607,30,26.692846,50.145607,5.477225575051661,5.166511976178899,1.4771212547196624,1.426394880876368,7.081356296642614,1.7002328927058827
"Bulworth","5/15/1998",30000000,26525834,29200533,30,26.525834,29.200533,5.477225575051661,5.15032367914872,1.4771212547196624,1.4236690474613651,5.403751752255094,1.465390778737673
"Dumb and Dumberer: When Harry Met Lloyd","6/13/2003",30000000,26214846,26214846,30,26.214846,26.214846,5.477225575051661,5.120043554502247,1.4771212547196624,1.4185473107796043,5.120043554502247,1.4185473107796043
"Virtuosity","8/4/1995",30000000,23980766,23980766,30,23.980766,23.980766,5.477225575051661,4.897016030196348,1.4771212547196624,1.3798630513341381,4.897016030196348,1.3798630513341381
"One True Thing","9/18/1998",30000000,23209440,26580440,30,23.20944,26.58044,5.477225575051661,4.817617668516255,1.4771212547196624,1.3656646618758281,5.155622173899092,1.4245621657711385
"Sanctum","2/4/2011",30000000,23209310,104283753,30,23.20931,104.283753,5.477225575051661,4.81760417635156,1.4771212547196624,1.3656622293121485,10.211941686084973,2.018216652318514
"My Super Ex-Girlfriend","7/21/2006",30000000,22530295,60772856,30,22.530295,60.772856,5.477225575051661,4.746608789441152,1.4771212547196624,1.3527668781878082,7.795694709261003,1.7837096463505262
"Mr. 3000","9/17/2004",30000000,21800302,21827296,30,21.800302,21.827296,5.477225575051661,4.66907935250623,1.4771212547196624,1.33846250993603,4.671969177980523,1.3389999379530635
"The Next Three Days","11/19/2010",30000000,21148651,67255916,30,21.148651,67.255916,5.477225575051661,4.598766247592935,1.4771212547196624,1.3252826704372647,8.200970430382004,1.8277304919926787
